Year,HYTCP,WYTCP,SOEGP,NUETP,GDP,EMFDB,ENPRP,NGMPB,PAPRB,PCP,ZNDX,Nominal Price,Inflation Adjusted Price
1960,20.0,0.0,0.0,0.0,,0.0,0.0,36903.70200000001,31349.0,29.93,-13.11,2.91,23.72
1961,21.0,0.0,0.0,0.0,,0.0,0.0,37260.729,32706.2,40.35,6.09,2.85,22.96
1962,17.0,0.0,0.0,0.0,,0.0,0.0,37592.181,33843.0,33.57,-7.14,2.85,22.69
1963,8.0,0.0,0.0,0.0,33270.0,0.0,0.0,37663.791,35026.2,26.79,-20.24,2.91,22.9
1964,10.0,17.0,0.0,0.0,35652.0,0.0,0.0,38167.107,91982.2,37.55,-10.39,3.0,23.3
1965,11.0,22.0,0.0,0.0,39071.0,0.0,0.0,36504.732,74866.4,36.82,-1.25,3.01,23.0
1966,10.0,1.0,0.0,0.0,42672.0,0.0,0.0,44125.059,63214.2,36.33,-0.51,3.1,23.01
1967,10.0,0.0,0.0,0.0,44420.0,0.0,0.0,42265.245,57559.2,35.75,-2.59,3.12,22.53
1968,8.0,0.0,0.0,0.0,48696.0,0.0,0.0,43654.479000000014,64983.2,38.79,-0.14,3.18,21.99
1969,8.0,0.0,0.0,0.0,52817.0,0.0,0.0,50938.239,63637.6,36.74,2.74,3.32,21.81
1970,7.0,0.0,0.0,0.0,53714.0,0.0,0.0,53311.599,57211.2,37.99,0.43,3.39,21.04
1971,9.0,0.0,0.0,0.0,57975.0,0.0,0.0,81740.769,48058.8,33.95,-6.87,3.6,21.42
1972,9.0,0.0,0.0,0.0,62940.0,0.0,0.0,92064.885,54276.4,42.98,13.28,3.6,20.74
1973,8.0,0.0,0.0,0.0,69836.0,0.0,0.0,95950.25,51016.8,41.67,5.75,4.75,25.56
1974,10.0,0.0,0.0,0.0,74206.0,0.0,0.0,94448.43,52710.4,40.51,7.57,9.35,45.6
1975,7.0,0.0,0.0,0.0,78141.0,0.0,0.0,86914.08,55552.4,42.92,11.62,12.21,54.61
1976,8.0,0.0,0.0,0.0,87419.0,0.0,0.0,91113.275,57965.2,33.96,1.34,13.1,55.46
1977,6.0,468.0,0.0,0.0,96995.0,0.0,0.0,101710.848,60082.2,38.81,0.7,14.4,57.2
1978,5.0,2425.0,0.0,0.0,107554.0,0.0,0.0,116722.254,64693.2,38.35,2.6,14.95,55.24
1979,4.0,3163.0,0.0,0.0,117117.0,0.0,0.0,126504.4319,69327.4,45.15,16.97,25.1,82.51
1980,6.0,2119.0,0.0,0.0,121228.0,0.0,0.0,141077.696,74982.4,39.64,9.12,37.42,109.51
1981,6.0,4407.0,0.0,0.0,132782.0,0.0,0.0,144415.00827,78595.8,39.05,5.13,35.75,94.83
1982,5.0,3226.0,0.0,0.0,134636.0,2885.333010000001,450.26467,142442.44728,84511.8,37.72,-1.32,31.83,79.5
1983,135.0,4904.0,0.0,0.0,144897.0,5420.63953,849.0124699999999,156489.51964,86831.8,40.31,2.62,29.08,70.34
1984,164.0,4312.0,0.0,0.0,163854.0,6472.09856,1017.26771,193446.16685,88571.8,36.9,-2.61,28.75,66.67
1985,175.0,1943.0,0.0,0.0,174165.0,6939.36245,1094.58817,190374.83416,86930.4,39.98,0.91,26.92,60.27
1986,172.0,24.0,0.0,0.0,182644.0,7334.47062,1161.0557,190556.2889,77963.6,38.99,4.29,14.44,31.72
1987,225.0,7513.0,0.0,0.0,191784.0,8017.62458,1273.74181,174172.92383,70487.4,31.42,-12.28,17.75,37.62
1988,187.0,8455.0,0.0,0.0,205308.0,8042.35115,1282.27428,173438.29950999998,67947.0,32.12,-12.12,14.87,30.33
1989,130.0,12661.0,0.0,0.0,217817.0,7579.276140000001,1212.78458,166521.73889,59247.0,42.63,10.71,18.33,35.6
1990,181.0,10664.0,0.0,0.0,227413.0,6348.3371,1019.34745,160911.77718,58046.4,51.07,23.38,23.19,42.62
1991,154.0,14833.0,0.0,0.0,233975.0,7422.0017,1196.0554300000001,154238.25154,53104.8,31.61,-20.07,20.2,35.73
1992,253.0,14805.0,0.0,0.0,250650.0,6604.76703,1068.2459900000001,150157.60386,53342.6,39.79,9.85,19.25,33.04
1993,190.0,10011.0,0.0,0.0,259612.0,7184.044190000001,1166.00245,142673.54305,48035.6,38.63,1.86,16.75,27.94
1994,192.0,10952.0,0.0,0.0,281925.0,8434.1698,1373.92975,137226.57426,50796.4,35.6,-4.58,15.66,25.44
1995,232.0,16768.0,0.0,0.0,297538.0,3969.87985,648.97432,131304.85272999998,47896.4,38.67,1.2,16.75,26.48
1996,397.0,13919.0,0.0,0.0,311120.0,0.0,0.0,123928.68396,48169.0,46.85,17.53,20.46,31.4
1997,507.0,15331.0,0.0,0.0,332476.0,0.0,0.0,121612.49408,49839.4,38.35,5.51,18.64,27.98
1998,406.0,16476.0,0.0,0.0,364985.0,0.0,0.0,119812.8424,37937.8,39.96,-1.25,11.91,17.6
1999,423.0,16422.0,0.0,0.0,378814.0,0.0,0.0,113689.15161,34626.0,33.07,-15.37,16.56,23.89
2000,583.0,16781.0,0.0,0.0,395127.0,0.0,0.0,109669.15933,38135.0,40.86,6.76,27.39,38.29
2001,511.0,15464.0,0.0,0.0,398945.0,0.0,0.0,104441.69876,35095.8,37.3,-0.41,23.0,31.3
2002,488.0,10865.0,0.0,0.0,414216.0,0.0,0.0,107186.91157,34823.2,38.59,-3.73,22.81,30.52
2003,511.0,8475.0,0.0,0.0,428667.0,0.0,0.0,97113.08513,32752.6,46.42,17.83,27.69,36.26
2004,730.0,15950.0,0.0,0.0,451195.0,0.0,0.0,94633.31834,33553.0,45.43,14.1,37.66,47.98
2005,516.0,14803.0,0.0,13.0,467392.0,230.95722,38.8703,87157.77838999999,32781.6,40.11,-1.46,50.04,61.65
2006,632.0,16847.0,0.0,14.0,480097.0,397.67484,67.22841,89688.53203,31447.6,43.56,11.98,58.3,69.64
2007,410.0,15764.0,0.0,15.0,492925.0,246.89434,41.925940000000004,91366.99136,31639.0,41.16,-1.71,64.2,74.44
2008,386.0,17514.0,0.0,15.0,492745.0,46558.78256,7940.658840000001,88252.32,33147.0,44.1,7.45,91.48,102.0
2009,528.0,15206.0,0.0,14.0,479526.0,36454.73001,6256.29136,92465.784,33837.2,36.5,1.12,53.48,59.93
2010,429.0,15805.0,13.0,13.0,498989.0,,,,,36.76,-7.03,71.21,78.65
2011,384.0,14890.0,15.0,198.0,528567.0,,,,,55.95,26.12,87.04,93.21
2012,414.0,17087.0,36.0,985.0,550299.0,,,,,37.28,-5.0,86.46,90.72
