Year,HYTCP,WYTCP,SOEGP,NUETP,GDP,EMFDB,ENPRP,NGMPB,PAPRB,PCP,ZNDX,Nominal Price,Inflation Adjusted Price
1976,0.0,0.0,0.0,0.0,14552.0,0.0,0.0,73237.91643,267217.6,50.2,-1.8,13.1,55.46
1977,0.0,0.0,0.0,0.0,15957.0,0.0,0.0,85660.03586,249527.6,59.51,-0.12,14.4,57.2
1978,0.0,0.0,0.0,0.0,17758.0,0.0,0.0,109595.9957,243739.2,49.39,-5.43,14.95,55.24
1979,0.0,0.0,0.0,0.0,20011.0,0.0,0.0,149603.35725,216496.6,75.58,20.76,25.1,82.51
1980,0.0,0.0,0.0,0.0,21353.0,0.0,0.0,180992.99657,208481.0,61.97,3.68,37.42,109.51
1981,0.0,0.0,0.0,0.0,24023.0,0.0,0.0,187304.39586,198383.2,42.34,-12.59,35.75,94.83
1982,0.0,0.0,0.0,0.0,24614.0,0.0,0.0,173413.89875,191672.6,66.54,8.29,31.83,79.5
1983,0.0,0.0,0.0,0.0,25967.0,0.0,0.0,156361.80476,182439.0,74.33,16.54,29.08,70.34
1984,0.0,165.0,0.0,0.0,28744.0,0.0,0.0,163679.54221,190100.8,54.93,0.4,28.75,66.67
1985,0.0,4332.0,0.0,0.0,30138.0,0.0,0.0,148988.6195,177717.8,52.78,-1.73,26.92,60.27
1986,0.0,4087.0,0.0,0.0,30996.0,0.0,0.0,145121.76398,173982.6,48.8,-8.32,14.44,31.72
1987,0.0,7717.0,0.0,0.0,33531.0,0.0,0.0,142979.11582,162997.4,52.33,-2.61,17.75,37.62
1988,0.0,9582.0,0.0,0.0,35534.0,0.0,0.0,127575.11868,159807.4,52.4,-3.75,14.87,30.33
1989,0.0,7826.0,0.0,0.0,37208.0,0.0,0.0,106366.25228,158937.4,65.53,13.33,18.33,35.6
1990,0.0,7422.0,0.0,0.0,38757.0,0.0,0.0,98505.7812,156797.2,60.97,1.34,23.19,42.62
1991,0.0,9133.0,0.0,0.0,40862.0,0.0,0.0,112041.38778,156919.0,73.9,13.38,20.2,35.73
1992,0.0,8174.0,0.0,0.0,44012.0,0.0,0.0,96688.29821,146055.6,56.01,4.84,19.25,33.04
1993,0.0,7904.0,0.0,0.0,47340.0,0.0,0.0,83212.93553,131155.4,55.09,0.78,16.75,27.94
1994,0.0,9615.0,0.0,0.0,51602.0,0.0,0.0,66249.19034,116719.2,60.48,7.37,15.66,25.44
1995,0.0,8013.0,0.0,0.0,54984.0,0.0,0.0,98641.22816,115478.0,57.45,0.56,16.75,26.48
1996,0.0,9225.0,0.0,0.0,57460.0,0.0,0.0,106915.85497,113152.2,54.13,-0.94,20.46,31.4
1997,0.0,10813.0,0.0,0.0,59875.0,0.0,0.0,111421.24781,122014.6,64.85,10.25,18.64,27.98
1998,0.0,9191.0,0.0,0.0,61112.0,0.0,0.0,113812.43299000002,127779.8,57.05,-5.48,11.91,17.6
1999,0.0,8428.0,0.0,0.0,63993.0,0.0,0.0,123614.53027,104115.8,47.9,-9.06,16.56,23.89
2000,0.0,10695.0,0.0,0.0,65937.0,0.0,0.0,109480.52516,115095.2,44.64,-14.66,27.39,38.29
2001,0.0,9924.0,0.0,0.0,67445.0,0.0,0.0,136219.52511,113262.4,66.28,12.51,23.0,31.3
2002,0.0,10059.0,0.0,0.0,69231.0,0.0,0.0,144013.72497,104487.0,66.09,10.23,22.81,30.52
2003,0.0,10902.0,0.0,0.0,73814.0,0.0,0.0,157902.79961,96239.4,58.98,7.28,27.69,36.26
2004,0.0,10233.0,0.0,0.0,77778.0,0.0,0.0,87941.2028,99487.4,65.81,10.71,37.66,47.98
2005,0.0,10078.0,0.0,0.0,81678.0,0.0,0.0,78340.30036000001,102631.0,50.64,-4.08,50.04,61.65
2006,0.0,10419.0,0.0,0.0,86291.0,0.0,0.0,85442.67985,100664.8,52.47,-5.93,58.3,69.64
2007,0.0,9359.0,0.0,0.0,91422.0,0.0,0.0,96145.79234,118296.8,41.78,-14.88,64.2,74.44
2008,0.0,9397.0,0.0,0.0,97134.0,618.7975,105.53669,115552.99519000002,128191.6,59.45,5.05,91.48,102.0
2009,0.0,10999.0,0.0,0.0,93669.0,7485.0016,1284.56172,117635.73686,134745.6,68.41,11.62,53.48,59.93
2010,0.0,9643.0,0.0,0.0,95810.0,,,,,43.91,-12.79,71.21,78.65
2011,0.0,10337.0,0.0,0.0,96968.0,,,,,52.84,-5.68,87.04,93.21
2012,0.0,7296.0,0.0,0.0,101351.0,,,,,59.16,3.11,86.46,90.72
2013,0.0,10865.0,0.0,0.0,102726.0,,,,,62.93,7.55,91.17,94.25
2014,0.0,10252.0,0.0,0.0,103828.0,,,,,58.22,5.3,85.6,87.05
2015,,,,,105819.0,,,,,60.57,0.87,41.85,42.53
2016,,,,,,,,,,54.8,-5.58,,
