Year,HYTCP,WYTCP,SOEGP,NUETP,GDP,EMFDB,ENPRP,NGMPB,PAPRB,PCP,ZNDX,Nominal Price,Inflation Adjusted Price
1960,0.0,0.0,0.0,0.0,,0.0,0.0,179775.7687,299703.4,48.6,-5.21,2.91,23.72
1961,0.0,0.0,0.0,0.0,,0.0,0.0,179843.51893,317190.4,73.48,19.48,2.85,22.96
1962,0.0,0.0,0.0,0.0,,0.0,0.0,177475.38765999995,323135.4,47.54,-9.92,2.85,22.69
1963,0.0,0.0,0.0,0.0,4425.0,0.0,0.0,184287.93432,339990.2,41.01,-14.62,2.91,22.9
1964,0.0,0.0,0.0,0.0,4524.0,0.0,0.0,189089.86249,329306.6,62.9,4.95,3.0,23.3
1965,0.0,0.0,0.0,0.0,4925.0,0.0,0.0,173883.58291,325861.4,44.57,-12.49,3.01,23.0
1966,0.0,0.0,0.0,0.0,5319.0,0.0,0.0,163280.15004,320316.6,53.59,-1.91,3.1,23.01
1967,0.0,0.0,0.0,0.0,5652.0,0.0,0.0,145399.29966,331452.6,52.06,0.28,3.12,22.53
1968,0.0,0.0,0.0,0.0,6267.0,0.0,0.0,140765.18360999998,340506.4,54.71,0.52,3.18,21.99
1969,0.0,0.0,0.0,0.0,6801.0,0.0,0.0,136786.68137,372841.4,50.91,-4.95,3.32,21.81
1970,0.0,0.0,0.0,0.0,7253.0,0.0,0.0,131363.53567,377690.2,53.6,0.54,3.39,21.04
1971,0.0,0.0,0.0,0.0,7923.0,0.0,0.0,123990.64662,371582.8,58.47,5.36,3.6,21.42
1972,0.0,0.0,0.0,0.0,9183.0,0.0,0.0,108502.49206,354380.0,58.32,2.31,3.6,20.74
1973,0.0,0.0,0.0,0.0,10557.0,0.0,0.0,103621.47688,325391.6,71.91,12.75,4.75,25.56
1974,0.0,0.0,0.0,0.0,11281.0,0.0,0.0,81899.35467999999,294518.2,69.24,14.96,9.35,45.6
1975,0.0,0.0,0.0,0.0,12292.0,0.0,0.0,76977.37513,270361.2,68.54,16.28,12.21,54.61
