Year,HYTCP,WYTCP,SOEGP,NUETP,GDP,EMFDB,ENPRP,NGMPB,PAPRB,PCP,ZNDX,Nominal Price,Inflation Adjusted Price
1960,20.0,0.0,0.0,0.0,,0.0,0.0,680278.99665,658027.4,27.2,8.08,2.91,23.72
1961,16.0,0.0,0.0,0.0,,0.0,0.0,696012.88123,650997.8,34.78,18.58,2.85,22.96
1962,15.0,0.0,0.0,0.0,,0.0,0.0,744554.91225,650040.8,27.83,6.05,2.85,22.69
1963,17.0,0.0,0.0,0.0,6135.0,0.0,0.0,785939.32863,632820.6,20.95,-17.65,2.91,22.9
1964,13.0,0.0,0.0,0.0,6418.0,0.0,0.0,823791.58282,616261.6,24.65,-12.3,3.0,23.3
1965,13.0,0.0,0.0,0.0,6831.0,0.0,0.0,850741.74442,607451.4,32.19,10.29,3.01,23.0
1966,13.0,0.0,0.0,0.0,7401.0,0.0,0.0,908770.42963,601680.4,17.59,-11.3,3.1,23.01
1967,9.0,0.0,0.0,0.0,7760.0,0.0,0.0,935016.08894,575360.0,29.36,0.2,3.12,22.53
1968,10.0,0.0,0.0,0.0,8487.0,0.0,0.0,895967.14592,548129.0,26.97,1.8,3.18,21.99
1969,6.0,0.0,0.0,0.0,9166.0,0.0,0.0,947009.78478,514552.8,30.6,13.21,3.32,21.81
1970,7.0,0.0,0.0,0.0,9755.0,0.0,0.0,965023.38303,492147.4,24.1,-0.81,3.39,21.04
1971,7.0,0.0,0.0,0.0,10824.0,0.0,0.0,956253.06963,455485.6,28.17,4.37,3.6,21.42
1972,5.0,0.0,0.0,0.0,12127.0,0.0,0.0,962523.92022,427715.2,27.9,4.52,3.6,20.74
1973,3.0,0.0,0.0,0.0,14000.0,0.0,0.0,961097.89011,384116.6,40.25,27.69,4.75,25.56
1974,7.0,0.0,0.0,0.0,15063.0,0.0,0.0,951323.16877,357807.8,24.44,0.73,9.35,45.6
1975,5.0,0.0,0.0,0.0,16855.0,0.0,0.0,903936.48284,342814.8,26.17,3.39,12.21,54.61
1976,5.0,0.0,0.0,0.0,18953.0,0.0,0.0,885082.88339,340541.2,21.0,-7.8,13.1,55.46
1977,3.0,0.0,0.0,0.0,20539.0,0.0,0.0,839270.42865,333476.8,32.51,0.81,14.4,57.2
1978,5.0,0.0,0.0,0.0,22824.0,0.0,0.0,911533.08897,328198.8,23.82,-4.82,14.95,55.24
