Year,HYTCP,WYTCP,SOEGP,NUETP,GDP,EMFDB,ENPRP,NGMPB,PAPRB,PCP,ZNDX,Nominal Price,Inflation Adjusted Price
1960,34349.0,0.0,0.0,0.0,,0.0,0.0,0.0,5.8,42.38,0.13,2.91,23.72
1961,37360.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,48.75,5.43,2.85,22.96
1962,39553.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,40.23,-0.71,2.85,22.69
1963,43117.0,0.0,0.0,0.0,11171.0,0.0,0.0,0.0,0.0,39.34,-3.35,2.91,22.9
1964,47036.0,0.0,0.0,0.0,11392.0,0.0,0.0,0.0,0.0,45.11,6.09,3.0,23.3
1965,49295.0,0.0,0.0,0.0,12330.0,0.0,0.0,0.0,0.0,36.53,-8.67,3.01,23.0
1966,52821.0,989.0,0.0,0.0,14270.0,0.0,0.0,0.0,0.0,41.66,-2.74,3.1,23.01
1967,58899.0,2015.0,0.0,0.0,15659.0,0.0,0.0,0.0,0.0,42.83,-4.42,3.12,22.53
1968,64336.0,3903.0,0.0,0.0,17014.0,0.0,0.0,0.0,0.0,49.96,10.12,3.18,21.99
1969,67541.0,3667.0,0.0,0.0,18091.0,0.0,0.0,0.0,0.0,37.24,-6.95,3.32,21.81
1970,69525.0,2614.0,0.0,0.0,18112.0,0.0,0.0,0.0,0.0,42.24,-4.34,3.39,21.04
1971,71589.0,2553.0,0.0,0.0,18761.0,0.0,0.0,0.0,0.0,48.87,9.64,3.6,21.42
1972,75883.0,2919.0,0.0,0.0,20483.0,0.0,0.0,0.0,0.0,49.95,11.6,3.6,20.74
1973,69016.0,4432.0,0.0,0.0,23342.0,0.0,0.0,0.0,0.0,41.42,-4.63,4.75,25.56
1974,82491.0,3889.0,0.0,0.0,26240.0,0.0,0.0,0.0,0.0,47.3,4.63,9.35,45.6
1975,83708.0,3308.0,0.0,0.0,29282.0,0.0,0.0,0.0,0.0,50.93,10.82,12.21,54.61
1976,94457.0,2405.0,0.0,0.0,32735.0,0.0,0.0,0.0,0.0,33.18,-7.35,13.1,55.46
1977,66617.0,4315.0,0.0,0.0,36826.0,0.0,0.0,0.0,0.0,41.56,0.12,14.4,57.2
1978,88906.0,4140.0,0.0,0.0,42668.0,0.0,0.0,0.0,0.0,35.99,-3.08,14.95,55.24
1979,79511.0,3613.0,0.0,0.0,48713.0,0.0,0.0,0.0,0.0,38.21,-6.98,25.1,82.51
1980,83111.0,2041.0,0.0,0.0,52682.0,0.0,0.0,0.0,0.0,44.74,4.14,37.42,109.51
1981,93701.0,2042.0,0.0,0.0,58918.0,87.95543,13.677420000000001,0.0,0.0,43.8,6.59,35.75,94.83
1982,87705.0,3631.0,0.0,0.0,62933.0,293.39871,45.78573,0.0,0.0,47.39,5.16,31.83,79.5
1983,85564.0,3494.0,0.0,0.0,67949.0,551.20453,86.3329,0.0,0.0,51.84,12.22,29.08,70.34
1984,83431.0,5313.0,0.0,0.0,74170.0,658.1234599999998,103.44214000000001,0.0,0.0,46.97,8.9,28.75,66.67
1985,77053.0,8038.0,0.0,0.0,77341.0,705.63778,111.30457,0.0,0.0,29.99,-12.88,26.92,60.27
1986,78960.0,8439.0,0.0,0.0,84015.0,745.81485,118.06341,0.0,0.0,41.63,-3.08,14.44,31.72
1987,69827.0,5528.0,0.0,0.0,90325.0,815.28221,129.52203,0.0,0.0,34.39,-13.14,17.75,37.62
1988,68508.0,6000.0,0.0,0.0,99051.0,817.79657,130.38967,0.0,0.0,39.95,-2.79,14.87,30.33
1989,71528.0,6118.0,0.0,0.0,108064.0,770.7082,123.32352,0.0,0.0,36.56,-7.57,18.33,35.6
1990,87467.0,5742.0,0.0,0.0,118640.0,645.53862,103.65361999999999,0.0,0.0,50.93,9.27,23.19,42.62
1991,89342.0,4230.0,0.0,0.0,125895.0,754.71555,121.6224,0.0,0.0,40.48,0.06,20.2,35.73
1992,68325.0,5692.0,0.0,0.0,134469.0,671.61402,108.62593000000001,0.0,0.0,37.13,-12.79,19.25,33.04
1993,67312.0,7135.0,0.0,0.0,142500.0,730.51855,118.56642,0.0,0.0,33.68,-3.94,16.75,27.94
1994,65575.0,6740.0,0.0,0.0,150805.0,697.87933,113.68483,0.0,0.0,42.51,-3.15,15.66,25.44
1995,82500.0,6942.0,0.0,0.0,155069.0,598.8100900000002,97.89021,0.0,0.0,51.09,7.43,16.75,26.48
1996,98518.0,5588.0,0.0,0.0,166540.0,217.46874,35.67635,0.0,0.0,54.95,14.28,20.46,31.4
1997,104171.0,6244.0,0.0,0.0,179639.0,336.25741,55.359759999999994,0.0,0.0,51.07,15.06,18.64,27.98
1998,79815.0,6916.0,0.0,0.0,209988.0,341.71558,56.458769999999994,0.0,0.0,48.61,1.89,11.91,17.6
1999,96989.0,6086.0,0.0,0.0,230752.0,268.28949,44.391890000000004,0.0,0.0,49.3,7.73,16.56,23.89
2000,80263.0,8605.0,0.0,0.0,237381.0,265.89493,44.05283,0.0,0.0,34.21,-7.78,27.39,38.29
2001,54734.0,8250.0,0.0,0.0,239397.0,232.1279,38.50841,0.0,0.0,39.16,-2.94,23.0,31.3
2002,78167.0,9048.0,0.0,417.0,248879.0,238.2538,39.57612,0.0,0.0,36.51,-8.24,22.81,30.52
2003,71757.0,7615.0,0.0,604.0,258388.0,191.41752,31.936559999999997,0.0,0.0,43.48,-5.87,27.69,36.26
2004,71576.0,8982.0,0.0,737.0,270385.0,96.51025,16.1734,0.0,0.0,37.65,-7.25,37.66,47.98
2005,72075.0,8242.0,0.0,498.0,296403.0,61.58859,10.36541,0.0,0.0,38.64,-3.4,50.04,61.65
2006,82008.0,9328.0,0.0,1038.0,316801.0,0.0,0.0,0.0,0.0,50.26,3.08,58.3,69.64
2007,78829.0,8109.0,0.0,2438.0,345971.0,0.0,0.0,0.0,0.0,40.24,-4.88,64.2,74.44
2008,77637.0,9270.0,0.0,3657.0,354210.0,0.0,0.0,0.0,0.0,37.39,-6.55,91.48,102.0
2009,72933.0,6634.0,0.0,3572.0,348465.0,0.0,0.0,0.0,0.0,39.9,-4.19,53.48,59.93
2010,68288.0,9241.0,0.0,4745.0,359694.0,,,,,47.33,9.62,71.21,78.65
2011,91818.0,4806.0,1.0,6262.0,370149.0,,,,,43.82,4.94,87.04,93.21
2012,89464.0,9334.0,1.0,6600.0,388922.0,,,,,52.87,14.65,86.46,90.72
2013,78155.0,8461.0,1.0,7004.0,404540.0,,,,,35.68,-4.02,91.17,94.25
2014,79463.0,9497.0,1.0,7268.0,423795.0,,,,,48.81,5.31,85.6,87.05
2015,,,,,445413.0,,,,,43.25,-9.98,41.85,42.53
2016,,,,,,,,,,49.44,0.85,,
