Year,HYTCP,WYTCP,SOEGP,NUETP,GDP,EMFDB,ENPRP,NGMPB,PAPRB,PCP,ZNDX,Nominal Price,Inflation Adjusted Price
1960,6239.0,0.0,0.0,0.0,,0.0,0.0,93.78358,42508.2,51.03,-2.77,2.91,23.72
1961,6747.0,0.0,0.0,0.0,,0.0,0.0,92.13826,40199.8,69.83,16.53,2.85,22.96
1962,7540.0,0.0,0.0,0.0,,0.0,0.0,210.60173,43343.4,50.1,-9.24,2.85,22.69
1963,6384.0,0.0,0.0,0.0,7343.0,0.0,0.0,291.2227,53215.0,48.81,-4.84,2.91,22.9
1964,8760.0,0.0,0.0,0.0,8220.0,0.0,0.0,273.12412,49288.4,66.5,10.19,3.0,23.3
1965,7103.0,0.0,0.0,0.0,8994.0,0.0,0.0,334.00118,46771.2,48.78,-7.82,3.01,23.0
1966,6926.0,0.0,0.0,0.0,9847.0,0.0,0.0,414.62215,46574.0,55.82,2.07,3.1,23.01
1967,9139.0,0.0,0.0,0.0,10053.0,0.0,0.0,408.04085,42618.4,55.8,6.41,3.12,22.53
1968,7382.0,0.0,0.0,0.0,10977.0,0.0,0.0,378.42498,44283.0,45.22,-8.84,3.18,21.99
1969,7515.0,0.0,0.0,0.0,11866.0,0.0,0.0,296.15868,44665.8,52.57,-1.4,3.32,21.81
1970,7632.0,0.0,0.0,0.0,12475.0,0.0,0.0,1031.6194,42125.4,53.89,1.09,3.39,21.04
1971,9936.0,0.0,0.0,0.0,13624.0,0.0,0.0,688.07483,45425.6,60.07,6.49,3.6,21.42
1972,10233.0,0.0,0.0,0.0,15356.0,0.0,0.0,4195.05741,57617.2,55.96,1.66,3.6,20.74
1973,11803.0,314.0,0.0,0.0,17428.0,0.0,0.0,11941.94833,67726.6,67.17,11.97,4.75,25.56
1974,10369.0,6289.0,0.0,0.0,19454.0,0.0,0.0,29486.84295,77273.4,60.4,8.14,9.35,45.6
1975,12213.0,2722.0,0.0,0.0,21346.0,0.0,0.0,40035.4957,78166.6,74.77,22.3,12.21,54.61
1976,9458.0,4214.0,0.0,0.0,24324.0,0.0,0.0,43743.61775,85294.8,55.98,4.9,13.1,55.46
1977,10354.0,19522.0,0.0,0.0,26725.0,0.0,0.0,60495.76621,105861.6,57.87,0.15,14.4,57.2
1978,7893.0,22830.0,0.0,0.0,30546.0,0.0,0.0,91430.99527,115008.2,49.5,-5.06,14.95,55.24
1979,11867.0,22090.0,0.0,0.0,33712.0,0.0,0.0,96794.68236,111133.8,67.92,15.02,25.1,82.51
1980,9408.0,23497.0,0.0,0.0,36142.0,0.0,0.0,75631.3348,128487.4,58.48,0.22,37.42,109.51
1981,6038.0,23643.0,0.0,0.0,40257.0,0.0,0.0,90342.56753,119944.0,45.8,-9.76,35.75,94.83
1982,10731.0,27701.0,0.0,0.0,41778.0,0.0,0.0,87324.64921,116081.2,61.13,5.39,31.83,79.5
1983,11165.0,25145.0,0.0,0.0,45679.0,0.0,0.0,102198.96354,108726.8,70.36,14.68,29.08,70.34
1984,10798.0,24211.0,0.0,0.0,50010.0,0.0,0.0,113715.13913,114863.2,50.52,-3.21,28.75,66.67
1985,6886.0,14313.0,0.0,0.0,53824.0,0.0,0.0,120283.59475,125169.8,51.31,-1.04,26.92,60.27
1986,5251.0,11561.0,0.0,0.0,56134.0,0.0,0.0,119010.49261,122507.6,47.77,-10.23,14.44,31.72
1987,7472.0,11248.0,0.0,0.0,60752.0,0.0,0.0,129278.90144000002,119520.6,48.13,-8.23,17.75,37.62
1988,5383.0,12981.0,0.0,0.0,66008.0,0.0,0.0,141541.89839000002,120622.6,51.12,-3.33,14.87,30.33
1989,13153.0,11524.0,0.0,0.0,68394.0,0.0,0.0,140746.57534,114915.4,65.19,13.13,18.33,35.6
1990,10367.0,12052.0,0.0,0.0,71610.0,0.0,0.0,147736.62823,107520.4,56.87,-3.32,23.19,42.62
1991,10758.0,15875.0,0.0,0.0,76043.0,0.0,0.0,184047.15507,108094.6,63.25,6.5,20.2,35.73
1992,10260.0,19397.0,0.0,0.0,81260.0,0.0,0.0,374146.2047,110345.0,59.79,8.39,19.25,33.04
1993,9034.0,17823.0,0.0,0.0,84563.0,0.0,0.0,408988.70066,108326.6,50.29,-5.16,16.75,27.94
1994,11429.0,20480.0,0.0,0.0,90098.0,0.0,0.0,540146.5298100001,106401.0,60.33,7.83,15.66,25.44
1995,9502.0,20752.0,0.0,0.0,95819.0,0.0,0.0,543449.8818699999,108639.8,59.57,2.95,16.75,26.48
1996,11082.0,29708.0,0.0,0.0,100146.0,0.0,0.0,557089.59002,97834.4,58.33,3.71,20.46,31.4
1997,11521.0,29573.0,0.0,0.0,104805.0,0.0,0.0,614458.90312,86025.6,62.96,10.49,18.64,27.98
1998,10565.0,28663.0,0.0,0.0,109414.0,0.0,0.0,591345.08534,71908.4,59.26,-1.49,11.91,17.6
1999,7760.0,30892.0,0.0,0.0,115015.0,0.0,0.0,593029.86876,64513.4,49.01,-7.11,16.56,23.89
2000,5818.0,31369.0,0.0,0.0,119020.0,0.0,0.0,582742.89466,60650.6,42.5,-17.06,27.39,38.29
2001,8356.0,30357.0,0.0,0.0,122822.0,0.0,0.0,561077.55318,54137.2,59.03,6.2,23.0,31.3
2002,8825.0,31857.0,0.0,0.0,127873.0,0.0,0.0,543370.10022,50070.02611,57.14,1.19,22.81,30.52
2003,12665.0,31677.0,0.0,0.0,134388.0,0.0,0.0,520744.6073,45884.55407,63.72,12.14,27.69,36.26
2004,10626.0,31636.0,0.0,0.0,146989.0,0.0,0.0,473658.30189,43283.50341000001,59.88,7.8,37.66,47.98
2005,10145.0,31694.0,0.0,0.0,156750.0,0.0,0.0,424501.32211,45604.47782,57.08,3.99,50.04,61.65
2006,7252.0,31911.0,0.0,0.0,164468.0,0.0,0.0,419773.80713,43679.80583000001,47.54,-9.99,58.3,69.64
2007,4136.0,34325.0,0.0,0.0,169923.0,0.0,0.0,402116.29956,41691.66935,37.87,-21.77,64.2,74.44
2008,6136.0,38993.0,0.0,0.0,172646.0,0.0,0.0,432133.0245600001,43996.46462,53.07,-1.09,91.48,102.0
2009,12535.0,39716.0,0.0,0.0,168315.0,0.0,0.0,451824.05023,42038.4,73.78,18.52,53.48,59.93
2010,8704.0,37941.0,0.0,0.0,174710.0,,,,,47.2,-10.72,71.21,78.65
2011,8884.0,39356.0,0.0,0.0,180665.0,,,,,50.7,-8.42,87.04,93.21
2012,7435.0,40841.0,0.0,0.0,185878.0,,,,,53.38,-3.32,86.46,90.72
2013,12899.0,40816.0,0.0,0.0,190095.0,,,,,64.7,12.8,91.17,94.25
2014,9467.0,41244.0,0.0,0.0,194421.0,,,,,56.03,1.06,85.6,87.05
2015,,,,,199656.0,,,,,61.36,1.96,41.85,42.53
2016,,,,,,,,,,46.05,-15.47,,
