Year,HYTCP,WYTCP,SOEGP,NUETP,GDP,EMFDB,ENPRP,NGMPB,PAPRB,PCP,ZNDX,Nominal Price,Inflation Adjusted Price
1960,290.0,0.0,0.0,0.0,,0.0,0.0,248.33801,3242.2,37.81,-1199.88,2.91,23.72
1961,297.0,0.0,0.0,0.0,,0.0,0.0,636.9970900000002,36696.6,41.09,-1199.88,2.85,22.96
1962,304.0,0.0,0.0,0.0,,0.0,0.0,2204.75697,59502.2,35.39,-1199.88,2.85,22.69
1963,325.0,0.0,0.0,0.0,1083.0,0.0,0.0,4540.749470000002,62292.0,39.96,-1199.88,2.91,22.9
1964,322.0,0.0,0.0,0.0,1230.0,0.0,0.0,6331.60975,64142.2,35.71,-1199.88,3.0,23.3
1965,350.0,0.0,0.0,0.0,1374.0,0.0,0.0,7323.95229,64542.4,38.04,-1199.88,3.01,23.0
1966,316.0,0.0,0.0,0.0,1494.0,0.0,0.0,11374.08276,83276.4,33.79,-1199.88,3.1,23.01
1967,363.0,0.0,0.0,0.0,1643.0,0.0,0.0,14575.22028,168930.8,39.07,-1199.88,3.12,22.53
1968,364.0,0.0,0.0,0.0,1899.0,0.0,0.0,17507.829709999998,383983.2,29.43,-1199.88,3.18,21.99
1969,341.0,0.0,0.0,0.0,2073.0,0.0,0.0,51347.41686000001,428927.4,29.44,-1199.88,3.32,21.81
1970,363.0,0.0,0.0,0.0,2359.0,0.0,0.0,112636.43015,484972.8,36.26,-1199.88,3.39,21.04
1971,363.0,0.0,0.0,0.0,2539.0,0.0,0.0,122427.39282,461065.2,36.28,-1199.88,3.6,21.42
1972,346.0,0.0,0.0,0.0,2743.0,0.0,0.0,127754.80328,422779.4,31.32,-1199.88,3.6,20.74
1973,286.0,0.0,0.0,0.0,3041.0,0.0,0.0,134272.38642,419473.4,31.7,-1199.88,4.75,25.56
1974,326.0,0.0,0.0,0.0,3999.0,0.0,0.0,131761.24575,409497.4,33.22,-1199.88,9.35,45.6
1975,357.0,0.0,0.0,0.0,6220.0,0.0,0.0,163486.61669,405037.2,33.22,-1199.88,12.21,54.61
1976,383.0,0.0,0.0,0.0,7470.0,0.0,0.0,169317.98397,367708.4,36.63,-1199.88,13.1,55.46
1977,512.0,0.0,0.0,0.0,7544.0,0.0,0.0,191411.03451,981365.8,35.14,-1199.88,14.4,57.2
1978,472.0,0.0,0.0,0.0,9130.0,0.0,0.0,204894.11232,2601996.0,34.85,-1199.88,14.95,55.24
