Year,HYTCP,WYTCP,SOEGP,NUETP,GDP,EMFDB,ENPRP,NGMPB,PAPRB,PCP,ZNDX,Nominal Price,Inflation Adjusted Price
1960,705.0,0.0,0.0,0.0,,0.0,0.0,902031.89651,1118895.4,36.27,8.32,2.91,23.72
1961,1002.0,0.0,0.0,0.0,,0.0,0.0,976919.06244,1119869.8,37.78,13.83,2.85,22.96
1962,731.0,0.0,0.0,0.0,,0.0,0.0,1160791.0154799998,1175845.6,32.13,0.74,2.85,22.69
1963,191.0,0.0,0.0,0.0,6151.0,0.0,0.0,1350294.47115,1171379.6,21.61,-20.39,2.91,22.9
1964,306.0,0.0,0.0,0.0,6544.0,0.0,0.0,1448246.06562,1174639.2,32.78,-5.97,3.0,23.3
1965,825.0,0.0,0.0,0.0,6966.0,0.0,0.0,1445625.10783,1179957.8,29.84,-4.11,3.01,23.0
1966,512.0,0.0,0.0,0.0,7468.0,0.0,0.0,1478707.17628,1304066.2,24.92,-13.31,3.1,23.01
1967,726.0,0.0,0.0,0.0,8087.0,0.0,0.0,1546257.84909,1338344.2,32.73,-6.51,3.12,22.53
1968,1526.0,0.0,0.0,0.0,8836.0,0.0,0.0,1522107.82969,1297013.4,39.1,11.91,3.18,21.99
1969,1886.0,0.0,0.0,0.0,9622.0,0.0,0.0,1667470.8543,1303428.2,33.63,3.04,3.32,21.81
1970,1406.0,0.0,0.0,0.0,10369.0,0.0,0.0,1745418.90496,1296729.2,29.16,-6.14,3.39,21.04
1971,1383.0,0.0,0.0,0.0,11278.0,0.0,0.0,1838793.58986,1237215.4,34.31,2.8,3.6,21.42
1972,1447.0,0.0,0.0,0.0,12738.0,0.0,0.0,1966628.35599,1204271.4,29.48,-2.72,3.6,20.74
1973,3761.0,0.0,0.0,0.0,14483.0,0.0,0.0,1920043.69752,1108983.2,46.75,23.07,4.75,25.56
1974,3590.0,0.0,0.0,0.0,16204.0,0.0,0.0,1799917.7536099998,1031153.0,39.58,10.95,9.35,45.6
1975,2945.0,0.0,0.0,0.0,18163.0,0.0,0.0,1731205.47455,946113.4,35.6,8.37,12.21,54.61
1976,1541.0,0.0,0.0,0.0,20822.0,0.0,0.0,1840067.81094,936270.8,26.71,-7.84,13.1,55.46
1977,1749.0,0.0,0.0,0.0,24022.0,0.0,0.0,1910601.20042,907015.6,31.91,-7.25,14.4,57.2
1978,1763.0,0.0,0.0,0.0,27105.0,0.0,0.0,1915968.46405,872644.8,28.33,-9.78,14.95,55.24
1979,2323.0,0.0,0.0,0.0,31546.0,0.0,0.0,2006422.96087,833123.6,34.71,5.7,25.1,82.51
1980,1315.0,0.0,0.0,0.0,37608.0,0.0,0.0,2079923.38385,870812.0,26.51,-11.87,37.42,109.51
1981,1122.0,0.0,0.0,0.0,45430.0,0.0,0.0,2238931.87934,893524.8,35.24,-3.3,35.75,94.83
1982,2090.0,0.0,0.0,0.0,49317.0,0.0,0.0,2184709.61716,920001.8,35.64,6.28,31.83,79.5
1983,2500.0,0.0,0.0,0.0,47701.0,0.0,0.0,2005374.79512,919903.2,33.02,3.39,29.08,70.34
1984,2339.0,0.0,0.0,0.0,51291.0,0.0,0.0,2256969.7574,976633.0,34.14,3.79,28.75,66.67
1985,3980.0,0.0,0.0,0.0,52765.0,0.0,0.0,2214808.03057,943886.2,42.27,14.37,26.92,60.27
1986,2951.0,0.0,0.0,0.0,48997.0,0.0,0.0,2196550.53469,864809.0,40.38,10.22,14.44,31.72
1987,2948.0,0.0,0.0,0.0,49055.0,0.0,0.0,2313377.0143,779392.4,41.29,12.8,17.75,37.62
1988,2045.0,0.0,0.0,0.0,52667.0,0.0,0.0,2427370.17919,747457.6,29.41,-4.32,14.87,30.33
1989,2392.0,0.0,0.0,0.0,55007.0,0.0,0.0,2463319.73514,681459.4,35.39,6.36,18.33,35.6
1990,2731.0,0.0,0.0,0.0,57805.0,0.0,0.0,2486955.36055,651183.4,43.26,9.08,23.19,42.62
1991,1922.0,0.0,0.0,0.0,59632.0,0.0,0.0,2373347.77239,626945.2,38.72,6.98,20.2,35.73
