Year,HYTCP,WYTCP,SOEGP,NUETP,GDP,EMFDB,ENPRP,NGMPB,PAPRB,PCP,ZNDX,Nominal Price,Inflation Adjusted Price
1992,3242.0,0.0,0.0,0.0,62209.0,0.0,0.0,2242262.01266,590480.6,41.44,17.57,19.25,33.04
1993,4357.0,0.0,0.0,0.0,65552.0,0.0,0.0,2272915.5597200003,560425.0,39.18,11.07,16.75,27.94
1994,2515.0,0.0,0.0,0.0,68251.0,0.0,0.0,2156199.01774,527643.4,36.27,5.3,15.66,25.44
1995,2780.0,0.0,0.0,0.0,70859.0,0.0,0.0,2005575.99811,507442.0,37.82,9.45,16.75,26.48
1996,2158.0,0.0,0.0,0.0,76316.0,0.0,0.0,1937064.367,495198.2,37.28,3.14,20.46,31.4
1997,2921.0,0.0,0.0,0.0,81106.0,0.0,0.0,1876999.61216,483511.2,39.31,13.25,18.64,27.98
1998,3509.0,0.0,0.0,0.0,81672.0,0.0,0.0,1836249.36284,449952.4,36.17,1.2,11.91,17.6
1999,3175.0,0.0,0.0,0.0,84642.0,0.0,0.0,1775092.75115,409224.8,37.27,4.73,16.56,23.89
2000,2277.0,0.0,0.0,0.0,91421.0,0.0,0.0,1785952.22837,405860.8,36.93,4.4,27.39,38.29
2001,2345.0,0.0,0.0,0.0,97441.0,0.0,0.0,1806899.05539,397479.8,31.98,-3.88,23.0,31.3
2002,1988.0,0.0,0.0,0.0,99459.0,0.0,0.0,1761216.23483,386523.6,35.0,3.33,22.81,30.52
2003,1798.0,0.0,0.0,54.0,105899.0,0.0,0.0,1728003.6626799996,379064.8,27.86,-5.51,27.69,36.26
2004,2977.0,0.0,0.0,573.0,113929.0,0.0,0.0,1844088.18779,362511.6,40.2,9.47,37.66,47.98
2005,2630.0,0.0,0.0,848.0,125243.0,0.0,0.0,1830154.1491,360423.6,27.56,-6.96,50.04,61.65
2006,624.0,0.0,0.0,1712.0,137584.0,0.0,0.0,1886482.81362,364477.8,29.81,-18.28,58.3,69.64
2007,3066.0,0.0,0.0,1849.0,145693.0,0.0,0.0,2018755.10069,353521.6,43.56,14.8,64.2,74.44
2008,3811.0,0.0,0.0,2358.0,156398.0,0.0,0.0,2103325.61866,371577.0,38.3,8.11,91.48,102.0
2009,3553.0,0.0,0.0,2698.0,143648.0,0.0,0.0,2086348.46314,388704.4,38.04,6.08,53.48,59.93
2010,2809.0,0.0,0.0,3808.0,149913.0,,,,,32.04,-1.6,71.21,78.65
2011,1507.0,0.0,0.0,5605.0,163868.0,,,,,26.24,-18.96,87.04,93.21
2012,1146.0,0.0,0.0,8158.0,174305.0,,,,,25.7,-15.32,86.46,90.72
2013,2178.0,0.0,0.0,11162.0,185103.0,,,,,36.7,4.99,91.17,94.25
2014,1428.0,0.0,0.0,11937.0,194466.0,,,,,28.87,-3.03,85.6,87.05
2015,,,,,185981.0,,,,,53.72,24.2,41.85,42.53
2016,,,,,,,,,,31.33,-4.91,,
