,HYTCP,WYTCP,SOEGP,NUETP
1960,1060.0,0.0,0.0,0.0
1961,1407.0,0.0,0.0,0.0
1962,1293.0,0.0,0.0,0.0
1963,1483.0,0.0,0.0,0.0
1964,1878.0,0.0,0.0,0.0
1965,2497.0,0.0,0.0,0.0
1966,1929.0,0.0,0.0,0.0
1967,2771.0,0.0,0.0,0.0
1968,2499.0,0.0,0.0,0.0
1969,2939.0,0.0,0.0,0.0
1970,2815.0,0.0,0.0,0.0
1971,3235.0,0.0,0.0,0.0
1972,3095.0,0.0,0.0,0.0
1973,2382.0,0.0,0.0,0.0
1974,2729.0,0.0,0.0,0.0
1975,3345.0,0.0,0.0,0.0
1976,3272.0,0.0,0.0,0.0
1977,1994.0,0.0,0.0,0.0
1978,3034.0,0.0,0.0,0.0
1979,2736.0,0.0,0.0,0.0
1980,2513.0,0.0,0.0,0.0
1981,2250.0,0.0,0.0,0.0
1982,2553.0,0.0,0.0,0.0
1983,2377.0,0.0,0.0,0.0
1984,2362.0,0.0,0.0,0.0
1985,2173.0,0.0,0.0,0.0
1986,2326.0,0.0,0.0,0.0
1987,1982.0,0.0,0.0,0.0
1988,1884.0,0.0,0.0,0.0
1989,1893.0,0.0,0.0,0.0
1990,1711.0,0.0,0.0,0.0
1991,1757.0,0.0,0.0,0.0
1992,1699.0,0.0,0.0,0.0
1993,1415.0,0.0,0.0,0.0
1994,1856.0,0.0,0.0,0.0
1995,2457.0,0.0,0.0,0.0
1996,3151.0,0.0,0.0,0.0
1997,3320.0,0.0,0.0,0.0
1998,2296.0,0.0,0.0,0.0
1999,2609.0,0.0,0.0,0.0
2000,2123.0,0.0,0.0,0.0
2001,1332.0,0.0,0.0,0.0
2002,1593.0,0.0,0.0,0.0
2003,1724.0,0.0,0.0,59.0
2004,1546.0,0.0,0.0,215.0
2005,1342.0,0.0,0.0,220.0
2006,1521.0,0.0,0.0,369.0
2007,1305.0,0.0,0.0,621.0
2008,1253.0,0.0,0.0,1693.0
2009,1475.0,0.0,0.0,2998.0
2010,2042.0,0.0,0.0,4096.0
2011,2580.0,0.0,0.0,5236.0
2012,2477.0,0.0,0.0,5275.0
2013,1852.0,0.0,0.0,5519.0
2014,2531.0,0.0,0.0,6202.0
