,HYTCP,WYTCP,SOEGP,NUETP
1960,1156.0,0.0,0.0,0.0
1961,1142.0,0.0,0.0,0.0
1962,1502.0,0.0,0.0,0.0
1963,2909.0,0.0,0.0,0.0
1964,3094.0,0.0,0.0,0.0
1965,3872.0,0.0,0.0,0.0
1966,4849.0,9.0,0.0,0.0
1967,4930.0,67.0,0.0,0.0
1968,5645.0,-3.0,0.0,0.0
1969,6350.0,0.0,0.0,0.0
1970,6579.0,0.0,0.0,0.0
1971,7778.0,0.0,0.0,0.0
1972,7432.0,0.0,0.0,0.0
1973,4837.0,0.0,0.0,0.0
1974,5661.0,0.0,0.0,0.0
1975,7927.0,0.0,0.0,0.0
1976,7052.0,0.0,0.0,0.0
1977,5294.0,0.0,0.0,0.0
1978,6831.0,0.0,0.0,0.0
1979,6359.0,0.0,0.0,0.0
1980,5818.0,0.0,0.0,0.0
1981,5306.0,0.0,0.0,0.0
1982,5426.0,0.0,0.0,0.0
1983,5526.0,0.0,0.0,0.0
1984,5722.0,0.0,0.0,0.0
1985,5333.0,0.0,0.0,0.0
1986,5736.0,0.0,0.0,0.0
1987,5386.0,0.0,0.0,0.0
1988,5286.0,0.0,0.0,0.0
1989,4583.0,0.0,0.0,0.0
1990,3934.0,0.0,0.0,0.0
1991,3828.0,0.0,0.0,0.0
1992,3612.0,0.0,0.0,0.0
1993,2591.0,0.0,0.0,0.0
1994,5129.0,0.0,0.0,0.0
1995,6010.0,0.0,0.0,0.0
1996,7978.0,0.0,0.0,0.0
1997,9012.0,0.0,0.0,0.0
1998,5758.0,0.0,0.0,0.0
1999,6677.0,0.0,0.0,0.0
2000,5716.0,0.0,0.0,0.0
2001,3432.0,0.0,0.0,1.0
2002,4354.0,0.0,0.0,6.0
2003,4276.0,0.0,0.0,44.0
2004,3598.0,0.0,0.0,158.0
2005,3075.0,0.0,0.0,158.0
2006,3397.0,0.0,0.0,149.0
2007,2917.0,0.0,0.0,150.0
2008,2993.0,0.0,0.0,145.0
2009,4432.0,0.0,0.0,421.0
2010,5239.0,0.0,0.0,1372.0
2011,6608.0,0.0,0.0,2668.0
2012,5981.0,0.0,0.0,2915.0
2013,4063.0,0.0,0.0,2688.0
2014,5498.0,0.0,0.0,2336.0
