Year,HYTCP,WYTCP,SOEGP,NUETP,GDP,CLPRB,EMFDB,ENPRP,NGMPB,PAPRB,PCP,ZNDX,Nominal Price,Inflation Adjusted Price
1960.0,938.0,0.0,0.0,0.0,,2971457.0,0.0,0.0,229601.88913000003,13340.0,39.05,-5.91,2.91,23.72
1961.0,1042.0,0.0,0.0,0.0,,2821060.0,0.0,0.0,231580.52361,16008.0,49.11,9.61,2.85,22.96
1962.0,1039.0,0.0,0.0,0.0,,2953043.0,0.0,0.0,231736.70265999998,20126.0,44.8,1.39,2.85,22.69
1963.0,801.0,0.0,0.0,0.0,4617.0,3305984.0,0.0,0.0,231214.27276,19430.0,37.11,-9.33,2.91,22.9
1964.0,904.0,0.0,0.0,0.0,4892.0,3532592.0,0.0,0.0,224229.11011999997,19546.0,40.55,-7.03,3.0,23.3
1965.0,828.0,0.0,0.0,0.0,5208.0,3730403.0,0.0,0.0,228126.98705,20474.0,36.0,-15.73,3.01,23.0
1966.0,767.0,0.0,0.0,0.0,5570.0,3741366.0,0.0,0.0,232739.76805,21309.2,39.29,-7.21,3.1,23.01
1967.0,1050.0,0.0,0.0,0.0,5825.0,3842089.0,0.0,0.0,232574.79019,20653.8,45.25,2.57,3.12,22.53
1968.0,957.0,0.0,0.0,0.0,6091.0,3645105.0,0.0,0.0,260633.12496999998,19209.6,39.58,-8.35,3.18,21.99
1969.0,952.0,0.0,0.0,0.0,6381.0,3535711.0,0.0,0.0,254900.69421999998,18003.2,39.37,-4.32,3.32,21.81
1970.0,996.0,0.0,0.0,0.0,7088.0,3652112.0,0.0,0.0,266661.41602,18119.2,42.56,-3.5,3.39,21.04
1971.0,1146.0,0.0,0.0,0.0,7602.0,2991676.0,0.0,0.0,258689.55971,17220.2,43.44,1.46,3.6,21.42
1972.0,1246.0,0.0,0.0,0.0,8391.0,3128328.0,0.0,0.0,236442.30319,15526.6,55.92,20.21,3.6,20.74
1973.0,1176.0,0.0,0.0,0.0,9187.0,2972140.0,0.0,0.0,229989.0902,13833.0,47.5,3.03,4.75,25.56
1974.0,1148.0,0.0,0.0,0.0,10684.0,2605820.0,0.0,0.0,223676.3903,15457.0,47.04,5.77,9.35,45.6
1975.0,1063.0,0.0,0.0,0.0,11973.0,2769248.0,0.0,0.0,174573.60117,14378.2,51.04,11.04,12.21,54.61
1976.0,1026.0,0.0,0.0,0.0,13249.0,2768788.0,0.0,0.0,172660.61889,14610.2,41.98,1.53,13.1,55.46
1977.0,943.0,0.0,0.0,0.0,14439.0,2422787.0,0.0,0.0,172139.44174,14604.4,41.54,-4.13,14.4,57.2
1978.0,925.0,0.0,0.0,0.0,15957.0,2148687.0,0.0,0.0,165842.73072999998,13815.6,47.4,6.01,14.95,55.24
1979.0,1232.0,0.0,0.0,0.0,17424.0,2891197.0,0.0,0.0,167744.5846,13954.8,52.73,15.85,25.1,82.51
1980.0,1114.0,0.0,0.0,0.0,18408.0,3112014.0,0.0,0.0,177452.01741,13548.8,43.97,2.81,37.42,109.51
1981.0,1090.0,0.0,0.0,0.0,19837.0,2934294.0,0.0,0.0,183824.72363,20143.4,41.66,-1.0,35.75,94.83
1982.0,1118.0,0.0,0.0,0.0,20511.0,3344594.0,0.0,0.0,170143.92214,18716.6,44.49,2.16,31.83,79.5
1983.0,1109.0,0.0,0.0,0.0,20403.0,3003769.0,0.0,0.0,147369.40112999998,21042.4,44.43,-0.82,29.08,70.34
1984.0,1138.0,0.0,0.0,0.0,22172.0,3413581.0,0.0,0.0,165752.69587999998,20439.2,45.42,1.92,28.75,66.67
1985.0,1058.0,0.0,0.0,0.0,22936.0,3339897.0,0.0,0.0,170759.0666,20619.0,45.27,-1.34,26.92,60.27
