Year,HYTCP,WYTCP,SOEGP,NUETP,GDP,CLPRB,EMFDB,ENPRP,PAPRB,NGMPB
1960,1267,0,0,0,,752354,0.0,0.0,11.6,2284.902
1961,1183,0,0,0,,818668,0.0,0.0,11.6,2530.116
1962,1263,0,0,0,,794605,0.0,0.0,17.4,2563.974
1963,875,0,0,0,11682.0,823683,0.0,0.0,17.4,2139.21
1964,859,0,0,0,12713.0,855444,0.0,0.0,34.8,1650.834
1965,883,0,0,0,13666.0,921140,0.0,0.0,23.2,3233.952
1966,764,0,0,0,14904.0,961709,0.0,0.0,5.8,4359.474
1967,806,0,0,0,15925.0,992721,0.0,0.0,17.4,3917.268
1968,785,0,0,0,17693.0,998969,0.0,0.0,17.4,3477.114
1969,705,0,0,0,19638.0,964454,0.0,0.0,5.8,2919.996
1970,691,0,0,0,21048.0,960259,0.0,0.0,5.8,2877.93
1971,1123,0,0,0,23157.0,838224,0.0,0.0,5.8,2687.094
1972,1408,448,0,0,26064.0,930648,0.0,0.0,0.0,2859.462
1973,1318,6857,0,0,29450.0,867073,0.0,0.0,0.0,5228.525
1974,1085,5953,0,0,32428.0,862073,0.0,0.0,17.4,7252.112
1975,1311,8970,0,0,35067.0,886808,0.0,0.0,17.4,6850.737
1976,888,7740,0,0,39574.0,1020379,0.0,0.0,17.4,7068.803
1977,714,9481,0,0,43219.0,947701,0.0,0.0,11.6,8409.06
1978,1286,14098,0,0,48379.0,803194,0.0,0.0,11.6,8668.6336
1979,1543,7056,0,0,53398.0,961043,0.0,0.0,23.2,8726.8416
1980,892,11466,0,0,58669.0,1063349,0.0,0.0,58.0,7936.992
1981,365,17818,0,0,66179.0,1104466,73.59085,11.44367,75.4,9116.672
1982,940,17420,0,0,71465.0,1048591,245.48182999999997,38.30816,284.2,7065.76
1983,1210,18674,0,0,79439.0,933639,461.18369,72.2333,377.0,4476.38
1984,1182,17045,0,0,89768.0,1079424,550.64099,86.54833,185.6,9221.436
1985,845,22303,0,0,97967.0,1100877,590.39543,93.12669,150.8,15627.599
1986,75,21215,0,0,107348.0,1106055,624.01091,98.78169,104.4,16044.08
1987,834,18145,0,0,117603.0,1193986,682.13311,108.36894,92.8,19991.92
1988,-191,21037,0,0,128088.0,1243990,684.23682,109.09487,145.0,19179.384
1989,424,14264,0,0,137661.0,1155117,644.8387700000002,103.18275,133.4,18670.335
1990,1309,23820,0,0,144971.0,1276213,540.11146,86.72527,92.8,15394.508
1991,1080,23886,0,0,151093.0,1131252,631.45799,101.75944,75.4,15532.052
1992,1090,23334,0,0,158990.0,1159687,561.92831,90.88552,69.6,25697.587
1993,1313,22689,0,0,167688.0,1046529,598.3644400000002,97.11722,69.6,39504.96104
1994,1146,25429,0,0,177057.0,987555,571.6298,93.11873,63.8,52169.32778
1995,995,25135,0,0,186236.0,913518,484.30883,79.17217,63.8,51362.59616
1996,1429,26286,0,0,197756.0,946719,173.16102,28.40754,75.4,56407.67677
1997,1020,27084,0,0,210361.0,956412,262.51899,43.21983,58.0,60811.69604
1998,1283,27234,0,0,234071.0,905966,260.01054,42.95934000000001,29.0,59725.77939
1999,682,28301,0,0,251056.0,854724,197.13736,32.61887,46.4,74932.09273
2000,712,28321,0,0,268371.0,870043,185.81569,30.785490000000006,52.2,74049.42069
2001,1014,25759,0,0,284485.0,863870,149.98406,24.88131,63.8,74189.90123
2002,868,27346,0,0,293065.0,793381,133.76552,22.21967,127.6,79529.63022
2003,1782,24816,0,0,310240.0,827936,77.13879,12.87002,29.0,148815.57146
2004,1583,28315,0,0,331335.0,817768,0.0,0.0,110.2,88073.37493
2005,1484,27918,0,0,359273.0,716557,0.0,0.0,46.4,92153.90704
2006,1351,27594,0,0,379180.0,768442,0.0,0.0,40.6,106530.2313
2007,1248,27268,0,0,392553.0,656314,0.0,0.0,104.4,116538.90664
2008,1011,27931,0,0,398817.0,623303,0.0,0.0,40.6,133335.252
2009,1479,28212,0,0,407302.0,535642,0.0,0.0,81.2,145804.568
