,Year,HYTCP,WYTCP,SOEGP,NUETP,GDP,CLPRB,EMFDB,ENPRP,NGMPB,PAPRB,PCP,ZNDX,Nominal Price,Inflation Adjusted Price
0,1960.0,8676.0,0.0,0.0,0.0,6188.199999999953,148915.0,0.0,0.0,64.38600000000001,116.0,44.44,-4.17,2.91,23.72
1,1961.0,8749.0,0.0,0.0,0.0,7118.999999999767,147157.0,0.0,0.0,72.562,98.6,55.01,6.25,2.85,22.96
2,1962.0,9636.0,0.0,0.0,0.0,8049.799999999814,156047.0,0.0,0.0,76.65,81.2,54.51,1.9,2.85,22.69
3,1963.0,7722.0,0.0,0.0,0.0,9055.0,153711.0,0.0,0.0,91.98,92.8,42.35,-8.16,2.91,22.9
4,1964.0,9097.0,0.0,0.0,0.0,9758.0,150422.0,0.0,0.0,78.694,58.0,57.53,6.39,3.0,23.3
5,1965.0,8750.0,0.0,0.0,0.0,10820.0,147282.0,0.0,0.0,86.87,63.8,46.05,-5.48,3.01,23.0
6,1966.0,7633.0,0.0,0.0,0.0,11980.0,158432.0,0.0,0.0,0.0,40.6,48.79,-0.5,3.1,23.01
7,1967.0,9628.0,0.0,0.0,0.0,12598.0,171566.0,0.0,0.0,59.276,40.6,53.46,7.91,3.12,22.53
8,1968.0,7721.0,0.0,0.0,0.0,13974.0,204614.0,0.0,0.0,49.056,34.8,44.44,-7.95,3.18,21.99
9,1969.0,7477.0,0.0,0.0,0.0,15167.0,202956.0,0.0,0.0,58.254,185.6,50.05,-1.5,3.32,21.81
10,1970.0,8067.0,0.0,0.0,0.0,16100.0,206849.0,0.0,0.0,65.408,1792.2,49.84,1.15,3.39,21.04
11,1971.0,9420.0,0.0,0.0,0.0,17867.0,232815.0,0.0,0.0,90.958,2308.4,50.44,1.82,3.6,21.42
12,1972.0,11132.0,0.0,0.0,0.0,20326.0,282763.0,0.0,0.0,25.55,1148.4,62.26,14.47,3.6,20.74
13,1973.0,11452.0,0.0,0.0,0.0,23150.0,197037.0,0.0,0.0,20.44,1165.8,65.33,13.81,4.75,25.56
14,1974.0,11767.0,0.0,0.0,0.0,25106.0,174791.0,0.0,0.0,17.34,4460.2,61.69,13.49,9.35,45.6
15,1975.0,11806.0,0.0,0.0,0.0,26645.0,189767.0,0.0,0.0,27.837,3955.6,62.39,12.53,12.21,54.61
16,1976.0,9474.0,0.0,0.0,0.0,30549.0,221456.0,0.0,0.0,48.363,3468.4,47.49,0.51,13.1,55.46
17,1977.0,10396.0,0.0,0.0,0.0,33598.0,221425.0,0.0,0.0,271.153,4756.0,56.18,5.1,14.4,57.2
18,1978.0,8783.0,0.0,0.0,0.0,38182.0,236698.0,0.0,0.0,481.104,3439.4,49.89,-2.86,14.95,55.24
19,1979.0,12306.0,0.0,0.0,0.0,42194.0,209549.0,0.0,0.0,971.6766,3561.2,66.08,20.29,25.1,82.51
20,1980.0,8764.0,519.0,0.0,0.0,44972.0,239029.0,0.0,0.0,1260.856,4309.4,44.78,-9.8,37.42,109.51
21,1981.0,5915.0,4704.0,0.0,0.0,50265.0,258106.0,0.0,0.0,1746.504,5324.4,46.51,-0.78,35.75,94.83
22,1982.0,9769.0,10104.0,0.0,0.0,52045.0,183943.0,480.6835,75.01207,3047.4240000000004,6565.6,57.74,6.53,31.83,79.5
23,1983.0,9952.0,14051.0,0.0,0.0,57073.0,165982.0,3612.21665,565.76664,4040.85,6124.8,54.98,2.46,29.08,70.34
24,1984.0,10181.0,12501.0,0.0,0.0,63983.0,183261.0,5117.81938,804.4056099999997,5142.528,5336.0,56.06,6.47,28.75,66.67
25,1985.0,6539.0,9672.0,0.0,0.0,68426.0,185152.0,5487.30884,865.5468599999997,4845.324000000001,4558.8,43.18,-6.51,26.92,60.27
26,1986.0,5326.0,-105.0,0.0,0.0,73288.0,171634.0,5799.74108,918.1061300000001,3574.848,3735.2,45.15,-9.44,14.44,31.72
27,1987.0,7566.0,-108.0,0.0,0.0,80715.0,160941.0,6339.94585,1007.2128,2793.624000000001,3561.2,43.03,-12.57,17.75,37.62
28,1988.0,4591.0,3940.0,0.0,0.0,87356.0,163480.0,6359.49842,1013.9598599999999,2165.1,3485.8,46.37,-6.71,14.87,30.33
29,1989.0,11853.0,15603.0,0.0,0.0,91579.0,162632.0,5993.32132,959.0108,1960.8,3085.6,65.53,19.45,18.33,35.6
30,1990.0,10015.0,14003.0,0.0,0.0,94087.0,156330.0,5019.95486,806.05017,2139.345,2934.8,60.64,6.32,23.19,42.62
31,1991.0,10873.0,16587.0,0.0,0.0,101208.0,108022.0,5868.95637,945.78221,1917.248,2813.0,60.4,6.07,20.2,35.73
32,1992.0,10011.0,15654.0,0.0,0.0,111660.0,88067.0,5222.727129999998,844.7167400000003,1824.87,2905.8,49.64,4.13,19.25,33.04
33,1993.0,8954.0,3305.0,0.0,0.0,119568.0,77468.0,5680.7912,922.0177800000001,1718.1010399999998,2430.2,48.25,-4.81,16.75,27.94
34,1994.0,12028.0,11932.0,0.0,0.0,129895.0,76206.0,5426.9762,884.0566699999997,2053.68,2418.6,61.9,14.11,15.66,25.44
35,1995.0,9629.0,15708.0,0.0,0.0,137061.0,82105.0,5319.393929999998,869.5855300000003,1876.42206,2221.4,52.15,2.67,16.75,26.48
36,1996.0,11467.0,22924.0,0.0,0.0,143163.0,91364.0,2224.33767,364.90873999999997,1744.08,2209.8,60.07,13.66,20.46,31.4
37,1997.0,11038.0,24648.0,0.0,0.0,152687.0,82707.0,4000.65893,658.64877,1556.81103,2128.6,56.5,8.09,18.64,27.98
38,1998.0,10806.0,28388.0,0.0,0.0,166282.0,67036.0,4792.39059,791.8061,1462.6,1664.6,57.57,4.22,11.91,17.6
39,1999.0,7802.0,27227.0,0.0,0.0,174940.0,75918.0,4514.51522,746.98366,1263.21,1995.2,46.05,-9.27,16.56,23.89
40,2000.0,6396.0,25825.0,0.0,0.0,181216.0,68026.0,5500.81304,911.3613300000001,1192.55104,2006.8,45.02,-8.77,27.39,38.29
41,2001.0,6947.0,28576.0,0.0,0.0,185896.0,84823.0,6115.70094,1014.5523099999999,2073.99793,2035.8,54.0,4.69,23.0,31.3
42,2002.0,7974.0,27574.0,0.0,4.0,194846.0,81657.0,8443.255790000001,1402.50155,2115.59897,1595.0,59.22,5.93,22.81,30.52
43,2003.0,12004.0,24153.0,0.0,4.0,204167.0,65616.0,10039.78811,1675.0624,1862.01556,1803.8,61.76,14.94,27.69,36.26
44,2004.0,10408.0,28612.0,0.0,4.0,218126.0,73353.0,9237.40935,1548.02561,2169.3,2093.8,61.25,12.7,37.66,47.98
45,2005.0,9310.0,27803.0,0.0,3.0,227505.0,82082.0,8842.36205,1488.17722,2276.99897,1879.2,44.69,-7.94,50.04,61.65
46,2006.0,7749.0,24679.0,0.0,55.0,239017.0,71956.0,8881.40487,1501.4343900000001,2763.76115,1113.6,48.87,-3.04,58.3,69.64
47,2007.0,4940.0,28700.0,0.0,50.0,243001.0,67714.0,9452.52626,1605.16474,4095.51565,1647.2,37.72,-21.13,64.2,74.44
48,2008.0,5646.0,27030.0,0.0,50.0,249052.0,59085.0,11505.04989,1962.20071,4873.9,1995.2,49.76,-3.9,91.48,102.0
49,2009.0,10212.0,26962.0,0.0,52.0,246541.0,50347.0,23725.60692,4071.74349,5631.384,1554.4,60.28,13.28,53.48,59.93
50,2010.0,8138.0,27739.0,0.0,41.0,252478.0,46856.74455067003,27112.7244657887,4810.082789704304,5785.147050514082,1550.7297295330009,49.65,-5.66,71.21,78.65
51,2011.0,9576.0,26919.0,0.0,53.0,263175.0,43114.51175110135,30942.65603145457,5685.241917627825,5941.163667415483,1542.755492974159,62.59,10.33,87.04,93.21
52,2012.0,8296.0,25102.0,10.0,47.0,278298.0,39206.98486554669,35271.89130919562,6721.393329250027,6099.085708472459,1531.1723260237304,46.89,-9.13,86.46,90.72
53,2013.0,12443.0,28494.0,18.0,47.0,288114.0,35190.13997890288,40163.547698280956,7948.131194368463,6258.9131736849995,1516.8824612796143,63.27,16.18,91.17,94.25
