Year,HYTCP,WYTCP,SOEGP,NUETP,CLPRB,EMFDB,ENPRP,NGMPB,PAPRB
1960,17445.0,0.0,0.0,0.0,33073.68725,0.0,0.0,24950.12954,127553.6
1961,15368.0,5.0,0.0,0.0,35706.48374,0.0,0.0,25740.266059999998,137181.6
1962,22835.0,7.0,0.0,0.0,35798.17317,0.0,0.0,32213.75089,146049.8
1963,25334.0,193.0,0.0,0.0,31423.277510000004,0.0,0.0,42001.45504,145174.0
1964,22098.0,367.0,0.0,0.0,34540.71813,0.0,0.0,44437.17574,149239.8
1965,30523.0,270.0,0.0,0.0,35785.07468,0.0,0.0,45656.3167,152830.0
1966,26236.0,163.0,0.0,0.0,46407.95007,0.0,0.0,59657.22859,157330.8
1967,35277.0,563.0,0.0,0.0,54437.32444,0.0,0.0,51816.05201,146827.0
1968,27175.0,1505.0,0.0,0.0,58772.92463,0.0,0.0,52534.474369999996,145232.0
1969,40418.0,2458.0,0.0,0.0,61615.29696,0.0,0.0,43011.856530000005,131677.4
1970,38082.0,3132.0,0.0,0.0,73862.38511,0.0,0.0,44679.21108,127588.4
1971,39018.0,3519.0,0.0,0.0,79573.32675,0.0,0.0,42321.54877,125587.4
1972,31755.0,3175.0,0.0,0.0,86869.18568,0.0,0.0,40103.94125,119619.2
1973,38754.0,2631.0,0.0,0.0,93710.06922,0.0,0.0,34344.3429,117363.0
1974,46422.0,3698.0,0.0,0.0,100561.16369,0.0,0.0,36439.19778,114242.6
1975,40103.0,6071.0,0.0,0.0,110868.5357,0.0,0.0,29520.70548,118621.6
1976,23193.0,4807.0,0.0,0.0,144839.24545999998,0.0,0.0,36268.62199,126005.0
1977,14251.0,8115.0,0.0,0.0,157574.37764000002,0.0,0.0,33612.30092,134983.4
1978,37206.0,7659.0,0.0,0.0,184269.42324,0.0,0.0,35009.18578,143909.6
1979,33920.0,8762.0,0.0,0.0,199468.25145,0.0,0.0,24651.19223,179301.2
1980,40780.0,4920.0,0.0,0.0,223718.10825,0.0,0.0,52590.56893,233954.6
1981,29764.0,3206.0,0.0,0.0,237960.70688,320.08702999999997,49.77482,54946.365289999994,263459.2
1982,50226.0,3735.0,0.0,0.0,235315.50875,1067.73539,166.62323999999995,66845.27994,274171.8
1983,56885.0,5613.0,0.0,1.0,251137.9948,2005.9413100000002,314.18234,86298.15004,294002.0
1984,43159.0,14144.0,5.0,4.0,286336.69056,2395.04025,376.44623,88974.74904,305381.6
1985,31717.0,19729.0,11.0,3.0,351048.71725,2567.9541600000002,405.05915,93363.16487000001,294970.6
1986,41459.0,26215.0,14.0,3.0,335150.4396,2714.16639,429.65587,70746.75031,264642.4
1987,24564.0,30387.0,10.0,4.0,328640.88738000003,2966.97175,471.35606,80510.27574,239835.8
1988,23474.0,30863.0,9.0,1.0,389431.20619,2976.12197,474.51356,74724.80923,228189.4
1989,30801.0,32519.0,250.0,2079.0,386816.70856,2804.75819,448.79846,65663.16807,213115.2
1990,23793.0,32693.0,367.0,2759.0,387651.25166,2349.24156,377.21585,66701.32036,212958.6
1991,21957.0,31542.0,471.0,2915.0,386837.3893,2746.5578100000002,442.60774,68469.07093999999,208167.8
1992,20167.0,35244.0,399.0,2864.0,413528.45312,2444.13505,395.31106,69023.02067,190785.2
1993,40493.0,31581.0,462.0,2984.0,417343.569,2790.6542600000002,452.93565,74852.2529,179307.0
1994,23013.0,33752.0,486.0,3387.0,422529.14202,2992.11379,487.41657,71970.27484,159935.0
1995,48033.0,30246.0,497.0,3087.0,395208.85856,2895.76038,473.38312,62154.2053,170143.0
1996,44751.0,34097.0,521.0,3079.0,393533.34124,1196.57155,196.30087,61463.17527000001,187438.6
1997,41055.0,30512.0,511.0,3137.0,389549.9646,2128.28734,350.39074,64294.94639,207825.6
1998,49548.0,34594.0,502.0,2758.0,392567.78008,2522.9304899999997,416.84243,65184.01485,206259.6
1999,40737.0,33372.0,495.0,3230.0,407886.24695,2353.34695,389.39103,65927.18383,190715.6
2000,38334.0,35176.0,493.0,3518.0,408363.0602,2840.9774199999997,470.68623,65273.53517,189770.2
2001,25542.0,33220.0,542.0,3500.0,398429.5405,3130.9562,519.40389,68300.36183,183807.8
2002,31141.0,34352.0,554.0,3803.0,401823.15737,4286.8283299999985,712.08116,69107.23276,179759.4
2003,36371.0,35594.0,534.0,3895.0,402708.7245,5057.4933,843.80435,67695.74269,170554.8
2004,34141.0,30268.0,571.0,4306.0,392965.9434,4618.70468,774.01281,68335.85921000001,180693.2
2005,39632.0,36155.0,537.0,4262.0,392566.19056,4421.18102,744.08861,67792.13743,206828.0
2006,48047.0,31959.0,495.0,4883.0,397480.58919,4440.7024299999985,750.7171900000002,71290.6363,231483.8
2007,27328.0,35792.0,557.0,5585.0,385055.636,19169.582169999998,3255.25014,76899.62168,261336.4
2008,24128.0,32482.0,670.0,5385.0,387402.652,21497.48365,3666.42284,68751.55816,364100.8
2009,27888.0,31764.0,647.0,5840.0,391800.38,36108.20216,6196.82091,80355.86412,462468.8
2010,33431.0,32201.0,765.0,6079.0,,,,,
2011,42557.0,36663.0,861.0,7752.0,,,,,
2012,26837.0,18507.0,1328.0,9754.0,,,,,
2013,23755.0,17912.0,3727.0,12822.0,,,,,
2014,16531.0,16986.0,9834.0,12992.0,,,,,
