Year,HYTCP,WYTCP,SOEGP,NUETP,CLPRB,EMFDB,ENPRP,NGMPB,PAPRB
1960,17445.0,0.0,0.0,0.0,2169831.30304,0.0,0.0,117869.04652,34852.2
1961,15368.0,5.0,0.0,0.0,2060352.8442,0.0,0.0,103901.0141,32729.4
1962,22835.0,7.0,0.0,0.0,2112248.45076,0.0,0.0,93168.15222,30751.6
1963,25334.0,193.0,0.0,0.0,2308096.8624,0.0,0.0,95862.23091,29481.4
1964,22098.0,367.0,0.0,0.0,2413787.2662,0.0,0.0,85008.32171,29655.4
1965,30523.0,270.0,0.0,0.0,2453588.57522,0.0,0.0,87382.71134,28547.6
1966,26236.0,163.0,0.0,0.0,2432385.16544,0.0,0.0,94058.9363,25154.6
1967,35277.0,563.0,0.0,0.0,2361801.26964,0.0,0.0,93078.14267999999,25444.6
1968,27175.0,1505.0,0.0,0.0,2257714.31466,0.0,0.0,91030.68426000001,24128.0
1969,40418.0,2458.0,0.0,0.0,2303516.608,0.0,0.0,81871.43746,25798.4
1970,38082.0,3132.0,0.0,0.0,2357967.365,0.0,0.0,79499.11702,23739.4
1971,39018.0,3519.0,0.0,0.0,2127366.96484,0.0,0.0,79063.54029,22028.4
1972,31755.0,3175.0,0.0,0.0,2164589.5167,0.0,0.0,76511.82254,19957.8
1973,38754.0,2631.0,0.0,0.0,2096942.23812,0.0,0.0,81453.43708999999,19035.6
1974,46422.0,3698.0,0.0,0.0,2150183.40407,0.0,0.0,84750.74932999999,20172.4
1975,40103.0,6071.0,0.0,0.0,2246057.4718,0.0,0.0,86899.29076,18931.2
1976,23193.0,4807.0,0.0,0.0,2321250.26805,0.0,0.0,91715.60268,17510.2
1977,14251.0,8115.0,0.0,0.0,2270585.27,0.0,0.0,93712.56152999999,15747.0
1978,37206.0,7659.0,0.0,0.0,2172466.0311,0.0,0.0,99960.31206,16744.6
1979,33920.0,8762.0,0.0,0.0,2390769.1509,0.0,0.0,98381.22807000001,16669.2
1980,40780.0,4920.0,0.0,0.0,2370498.7375,0.0,0.0,99657.22538999999,15375.8
1981,29764.0,3206.0,0.0,0.0,2138781.55886,0.0,0.0,125200.12002,21628.2
1982,50226.0,3735.0,0.0,0.0,2029338.19158,0.0,0.0,124571.75860999999,24835.6
1983,56885.0,5613.0,0.0,1.0,1785151.42344,0.0,0.0,121895.77788,24835.6
1984,43159.0,14144.0,5.0,4.0,1983207.8494400003,0.0,0.0,172100.51256,24847.2
1985,31717.0,19729.0,11.0,3.0,1832982.6632,0.0,0.0,155591.2135,28135.8
1986,41459.0,26215.0,14.0,3.0,1842451.96384,0.0,0.0,166035.04085,21941.4
1987,24564.0,30387.0,10.0,4.0,1807237.2798,0.0,0.0,169739.59986,19151.6
1988,23474.0,30863.0,9.0,1.0,1825287.3617,0.0,0.0,173577.25105,16390.8
1989,30801.0,32519.0,250.0,2079.0,1822907.32128,0.0,0.0,199303.42674,15648.4
1990,23793.0,32693.0,367.0,2759.0,1831440.37808,0.0,0.0,184704.95352,15317.8
1991,21957.0,31542.0,471.0,2915.0,1701623.55887,0.0,0.0,158520.61301,14679.8
1992,20167.0,35244.0,399.0,2864.0,1812815.16152,0.0,0.0,144686.40785,12394.6
1993,40493.0,31581.0,462.0,2984.0,1553124.753,0.0,0.0,137874.55764,11808.8
1994,23013.0,33752.0,486.0,3387.0,1621470.5189200004,0.0,0.0,125678.06555,14604.4
1995,48033.0,30246.0,497.0,3087.0,1602243.2340799996,0.0,0.0,115831.01904000001,11246.2
1996,44751.0,34097.0,521.0,3079.0,1766790.9448,0.0,0.0,140535.5566,9813.6
1997,41055.0,30512.0,511.0,3137.0,1982914.26964,0.0,0.0,83940.33036,7661.8
1998,49548.0,34594.0,502.0,2758.0,2133532.0152,0.0,0.0,136136.91090999998,11484.0
1999,40737.0,33372.0,495.0,3230.0,1994709.1309,0.0,0.0,182382.63372,8531.8
2000,38334.0,35176.0,493.0,3518.0,1946486.60973,0.0,0.0,156171.30855,8700.0
2001,25542.0,33220.0,542.0,3500.0,1929614.90784,0.0,0.0,139061.15698,9396.0
2002,31141.0,34352.0,554.0,3803.0,1734216.37025,0.0,0.0,164610.43031,12951.4
2003,36371.0,35594.0,534.0,3895.0,1599175.4932799996,0.0,0.0,167358.00855,14065.0
2004,34141.0,30268.0,571.0,4306.0,1600274.71722,0.0,0.0,206075.94478,14720.4
2005,39632.0,36155.0,537.0,4262.0,1607810.50652,0.0,0.0,176539.92695999998,22892.6
2006,48047.0,31959.0,495.0,4883.0,1583196.80918,0.0,0.0,184070.57987000002,21030.8
2007,27328.0,35792.0,557.0,5585.0,1557006.4347,0.0,0.0,190935.98833,21187.4
2008,24128.0,32482.0,670.0,5385.0,1591996.51,0.0,0.0,207582.07272999999,20943.8
2009,27888.0,31764.0,647.0,5840.0,1439895.478,0.0,0.0,286238.42515,20537.8
2010,33431.0,32201.0,765.0,6079.0,,,,,
2011,42557.0,36663.0,861.0,7752.0,,,,,
2012,26837.0,18507.0,1328.0,9754.0,,,,,
2013,23755.0,17912.0,3727.0,12822.0,,,,,
2014,16531.0,16986.0,9834.0,12992.0,,,,,
