Year,HYTCP,WYTCP,SOEGP,NUETP,CLPRB,EMFDB,ENPRP,NGMPB,PAPRB
1960,17445.0,0.0,0.0,0.0,0.0,0.0,0.0,40.93046,2140.2
1961,15368.0,5.0,0.0,0.0,0.0,0.0,0.0,39.566109999999995,2169.2
1962,22835.0,7.0,0.0,0.0,0.0,0.0,0.0,39.566109999999995,2430.2
1963,25334.0,193.0,0.0,0.0,0.0,0.0,0.0,47.7522,2691.2
1964,22098.0,367.0,0.0,0.0,0.0,0.0,0.0,54.57395,3596.0
1965,30523.0,270.0,0.0,0.0,0.0,0.0,0.0,145.98531,8491.2
1966,26236.0,163.0,0.0,0.0,0.0,0.0,0.0,289.24192,10434.2
1967,35277.0,563.0,0.0,0.0,0.0,0.0,0.0,167.81489,9094.4
1968,27175.0,1505.0,0.0,0.0,0.0,0.0,0.0,147.34966,8549.2
1969,40418.0,2458.0,0.0,0.0,0.0,0.0,0.0,68.21743000000001,10039.8
1970,38082.0,3132.0,0.0,0.0,0.0,0.0,0.0,0.0,17394.2
1971,39018.0,3519.0,0.0,0.0,0.0,0.0,0.0,1232.00687,31012.6
1972,31755.0,3175.0,0.0,0.0,0.0,0.0,0.0,19607.62499,98002.6
1973,38754.0,2631.0,0.0,0.0,0.0,0.0,0.0,39883.14062,189631.0
1974,46422.0,3698.0,0.0,0.0,0.0,0.0,0.0,45573.20282,210835.8
1975,40103.0,6071.0,0.0,0.0,0.0,0.0,0.0,60473.51601,242886.6
1976,23193.0,4807.0,0.0,0.0,0.0,0.0,0.0,66295.20155,257868.0
1977,14251.0,8115.0,0.0,0.0,0.0,0.0,0.0,70917.75272,270517.8
1978,37206.0,7659.0,0.0,0.0,0.0,0.0,0.0,79567.94288999999,275708.8
1979,33920.0,8762.0,0.0,0.0,0.0,0.0,0.0,79204.06371,273574.4
1980,40780.0,4920.0,0.0,0.0,0.0,0.0,0.0,70631.69973,248738.8
1981,29764.0,3206.0,0.0,0.0,0.0,0.0,0.0,56355.19594,201683.4
1982,50226.0,3735.0,0.0,0.0,0.0,0.0,0.0,41539.85852,148630.8
1983,56885.0,5613.0,0.0,1.0,0.0,0.0,0.0,35589.491219999996,112960.8
1984,43159.0,14144.0,5.0,4.0,0.0,0.0,0.0,23720.40984,83879.6
1985,31717.0,19729.0,11.0,3.0,0.0,0.0,0.0,20067.22604,66456.4
1986,41459.0,26215.0,14.0,3.0,0.0,0.0,0.0,16512.51679,54421.4
1987,24564.0,30387.0,10.0,4.0,0.0,0.0,0.0,15236.046119999999,47971.8
1988,23474.0,30863.0,9.0,1.0,0.0,0.0,0.0,14009.914569999999,44921.0
1989,30801.0,32519.0,250.0,2079.0,0.0,0.0,0.0,13897.17625,42276.2
1990,23793.0,32693.0,367.0,2759.0,0.0,0.0,0.0,11693.564620000001,32915.0
1991,21957.0,31542.0,471.0,2915.0,0.0,0.0,0.0,8370.91756,27405.0
1992,20167.0,35244.0,399.0,2864.0,0.0,0.0,0.0,11273.9735,31465.0
1993,40493.0,31581.0,462.0,2984.0,0.0,0.0,0.0,11680.47609,32503.2
1994,23013.0,33752.0,486.0,3387.0,0.0,0.0,0.0,10844.184079999999,35339.4
1995,48033.0,30246.0,497.0,3087.0,0.0,0.0,0.0,9328.60555,33019.4
1996,44751.0,34097.0,521.0,3079.0,0.0,0.0,0.0,8865.50211,36493.6
1997,41055.0,30512.0,511.0,3137.0,0.0,0.0,0.0,8815.03516,37009.8
1998,49548.0,34594.0,502.0,2758.0,0.0,0.0,0.0,8416.02927,34631.8
1999,40737.0,33372.0,495.0,3230.0,0.0,0.0,0.0,8642.598259999999,28391.0
2000,38334.0,35176.0,493.0,3518.0,0.0,0.0,0.0,8975.25309,26830.8
2001,25542.0,33220.0,542.0,3500.0,0.0,0.0,0.0,7911.16967,25670.8
2002,31141.0,34352.0,554.0,3803.0,0.0,0.0,0.0,4923.07784,21204.8
2003,36371.0,35594.0,534.0,3895.0,0.0,0.0,0.0,4557.62157,18919.6
2004,34141.0,30268.0,571.0,4306.0,0.0,0.0,0.0,4365.46123,16675.0
2005,39632.0,36155.0,537.0,4262.0,0.0,0.0,0.0,3628.95488,14993.0
2006,48047.0,31959.0,495.0,4883.0,0.0,0.0,0.0,3494.7362,13688.0
2007,27328.0,35792.0,557.0,5585.0,0.0,0.0,0.0,2080.52317,12052.4
2008,24128.0,32482.0,670.0,5385.0,0.0,0.0,0.0,2545.0771,11344.8
2009,27888.0,31764.0,647.0,5840.0,0.0,0.0,0.0,263.425,4036.8
2010,33431.0,32201.0,765.0,6079.0,,,,,
2011,42557.0,36663.0,861.0,7752.0,,,,,
2012,26837.0,18507.0,1328.0,9754.0,,,,,
2013,23755.0,17912.0,3727.0,12822.0,,,,,
2014,16531.0,16986.0,9834.0,12992.0,,,,,
