Year,HYTCP,WYTCP,SOEGP,NUETP,CLPRB,EMFDB,ENPRP,NGMPB,PAPRB
1960,17445.0,0.0,0.0,0.0,0.0,0.0,0.0,23086.640180000002,92214.2
1961,15368.0,5.0,0.0,0.0,0.0,0.0,0.0,30756.64613,109625.8
1962,22835.0,7.0,0.0,0.0,0.0,0.0,0.0,32189.1505,99261.2
1963,25334.0,193.0,0.0,0.0,0.0,0.0,0.0,36478.89032,92637.6
1964,22098.0,367.0,0.0,0.0,0.0,0.0,0.0,35044.16502,90485.8
1965,30523.0,270.0,0.0,0.0,0.0,0.0,0.0,38375.570530000005,85422.4
1966,26236.0,163.0,0.0,0.0,0.0,0.0,0.0,37889.18532,82783.4
1967,35277.0,563.0,0.0,0.0,0.0,0.0,0.0,37299.52655,79251.2
1968,27175.0,1505.0,0.0,0.0,0.0,0.0,0.0,44951.765,75249.2
1969,40418.0,2458.0,0.0,0.0,0.0,0.0,0.0,40157.87247,70835.4
1970,38082.0,3132.0,0.0,0.0,0.0,0.0,0.0,43142.81181,67819.4
1971,39018.0,3519.0,0.0,0.0,0.0,0.0,0.0,29468.16123,68979.4
1972,31755.0,3175.0,0.0,0.0,0.0,0.0,0.0,37998.58999,75342.0
1973,38754.0,2631.0,0.0,0.0,0.0,0.0,0.0,47641.5479,84761.2
1974,46422.0,3698.0,0.0,0.0,0.0,0.0,0.0,72762.13885,104521.8
1975,40103.0,6071.0,0.0,0.0,0.0,0.0,0.0,107903.78661,141636.0
1976,23193.0,4807.0,0.0,0.0,0.0,0.0,0.0,130939.89446,176441.8
1977,14251.0,8115.0,0.0,0.0,0.0,0.0,0.0,149097.12747,191197.0
1978,37206.0,7659.0,0.0,0.0,0.0,0.0,0.0,171194.02093,201068.6
1979,33920.0,8762.0,0.0,0.0,0.0,0.0,0.0,187078.50134000002,202199.6
1980,40780.0,4920.0,0.0,0.0,0.0,0.0,0.0,189227.2752,196086.4
1981,29764.0,3206.0,0.0,0.0,0.0,0.0,0.0,180665.71597000002,189457.0
1982,50226.0,3735.0,0.0,0.0,0.0,0.0,0.0,180015.29426,182479.6
1983,56885.0,5613.0,0.0,1.0,0.0,0.0,0.0,163534.10741,184068.8
1984,43159.0,14144.0,5.0,4.0,0.0,0.0,0.0,168029.57588,177213.2
1985,31717.0,19729.0,11.0,3.0,0.0,0.0,0.0,152602.16005,158340.0
1986,41459.0,26215.0,14.0,3.0,0.0,0.0,0.0,149605.67678,148990.4
1987,24564.0,30387.0,10.0,4.0,0.0,0.0,0.0,168450.05105,150637.6
1988,23474.0,30863.0,9.0,1.0,0.0,0.0,0.0,168775.54238,134850.0
1989,30801.0,32519.0,250.0,2079.0,0.0,0.0,0.0,178494.90718,125094.4
1990,23793.0,32693.0,367.0,2759.0,0.0,0.0,0.0,191577.31925,114120.8
1991,21957.0,31542.0,471.0,2915.0,0.0,0.0,0.0,214841.9797,101616.0
1992,20167.0,35244.0,399.0,2864.0,0.0,0.0,0.0,213370.40519000002,90358.2
1993,40493.0,31581.0,462.0,2984.0,0.0,0.0,0.0,221742.42911,80034.2
1994,23013.0,33752.0,486.0,3387.0,0.0,0.0,0.0,238838.05800999998,70800.6
1995,48033.0,30246.0,497.0,3087.0,0.0,0.0,0.0,253705.13436999999,66021.4
1996,44751.0,34097.0,521.0,3079.0,0.0,0.0,0.0,259829.65235,62854.6
1997,41055.0,30512.0,511.0,3137.0,0.0,0.0,0.0,321059.71353,58307.4
1998,49548.0,34594.0,502.0,2758.0,0.0,0.0,0.0,293353.18877,52165.2
1999,40737.0,33372.0,495.0,3230.0,0.0,0.0,0.0,292250.03507,45448.8
2000,38334.0,35176.0,493.0,3518.0,0.0,0.0,0.0,312014.7197,45860.6
2001,25542.0,33220.0,542.0,3500.0,0.0,0.0,0.0,288779.38831999997,42775.0
2002,31141.0,34352.0,554.0,3803.0,0.0,0.0,0.0,286179.29868,41870.2
2003,36371.0,35594.0,534.0,3895.0,0.0,6174.09144,1030.10027,249369.92891,37839.2
2004,34141.0,30268.0,571.0,4306.0,0.0,6893.58907,1155.24299,272210.61406,37172.2
2005,39632.0,36155.0,537.0,4262.0,0.0,6598.77765,1110.58001,270663.4984,32184.2
2006,48047.0,31959.0,495.0,4883.0,0.0,11046.523459999999,1867.45571,272235.01321,29539.4
2007,27328.0,35792.0,557.0,5585.0,0.0,26029.71783,4420.19246,275428.85254,30165.8
2008,24128.0,32482.0,670.0,5385.0,0.0,31753.47932,5415.59578,162173.18524000002,36093.4
2009,27888.0,31764.0,647.0,5840.0,0.0,29801.39525,5114.45871,160264.0293,34220.0
2010,33431.0,32201.0,765.0,6079.0,,,,,
2011,42557.0,36663.0,861.0,7752.0,,,,,
2012,26837.0,18507.0,1328.0,9754.0,,,,,
2013,23755.0,17912.0,3727.0,12822.0,,,,,
2014,16531.0,16986.0,9834.0,12992.0,,,,,
