Year,HYTCP,WYTCP,SOEGP,NUETP,CLPRB,EMFDB,ENPRP,NGMPB,PAPRB
1960,17445.0,0.0,0.0,0.0,1020689.4,0.0,0.0,21184.67195,448577.8
1961,15368.0,5.0,0.0,0.0,1004461.2,0.0,0.0,18104.84994,445544.4
1962,22835.0,7.0,0.0,0.0,1076411.4,0.0,0.0,19339.684230000003,457016.8
1963,25334.0,193.0,0.0,0.0,1148539.2,0.0,0.0,17176.90828,433816.8
1964,22098.0,367.0,0.0,0.0,1221510.6,0.0,0.0,14285.943269999998,406974.4
1965,30523.0,270.0,0.0,0.0,1298322.6,0.0,0.0,13430.638930000001,369506.4
1966,26236.0,163.0,0.0,0.0,1411276.2,0.0,0.0,13129.19409,357633.8
1967,35277.0,563.0,0.0,0.0,1445952.6,0.0,0.0,9341.15828,343023.6
1968,27175.0,1505.0,0.0,0.0,1386190.2,0.0,0.0,7953.785629999999,327067.8
1969,40418.0,2458.0,0.0,0.0,1436828.4,0.0,0.0,6900.544609999999,294199.2
1970,38082.0,3132.0,0.0,0.0,1445641.8,0.0,0.0,8807.27404,253732.6
1971,39018.0,3519.0,0.0,0.0,1296524.4,0.0,0.0,931.15254,226687.2
1972,31755.0,3175.0,0.0,0.0,1454610.6,0.0,0.0,2237.11231,202269.2
1973,38754.0,2631.0,0.0,0.0,1328293.3717200002,0.0,0.0,3020.57711,177880.2
1974,46422.0,3698.0,0.0,0.0,1250179.35015,0.0,0.0,2633.1044100000004,159807.4
1975,40103.0,6071.0,0.0,0.0,1274515.70344,0.0,0.0,2609.1141,151188.6
1976,23193.0,4807.0,0.0,0.0,1257808.06665,0.0,0.0,2833.4542300000003,152377.6
1977,14251.0,8115.0,0.0,0.0,1151662.03053,0.0,0.0,1821.2731,148526.4
1978,37206.0,7659.0,0.0,0.0,1046959.182,0.0,0.0,2056.7369,135499.6
1979,33920.0,8762.0,0.0,0.0,1292838.08524,0.0,0.0,2947.4372,126399.4
1980,40780.0,4920.0,0.0,0.0,1357155.58108,0.0,0.0,3041.49307,131671.6
1981,29764.0,3206.0,0.0,0.0,1136609.54605,6198.71719,963.92538,2453.58034,139722.0
1982,50226.0,3735.0,0.0,0.0,1320154.50225,20677.469240000002,3226.77966,2154.27935,160718.0
1983,56885.0,5613.0,0.0,1.0,1250605.74694,38846.506389999995,6084.36851,1873.4393699999998,169360.0
1984,43159.0,14144.0,5.0,4.0,1406384.48284,46381.68923,7290.15394,2827.95973,167434.4
1985,31717.0,19729.0,11.0,3.0,1311336.48658,49730.29226,7844.263809999998,2476.88945,175537.0
1986,41459.0,26215.0,14.0,3.0,1375045.47054,52561.79803,8320.59713,3462.26901,158021.0
1987,24564.0,30387.0,10.0,4.0,1314790.26945,57457.556939999995,9128.15159,2553.33441,139084.0
1988,23474.0,30863.0,9.0,1.0,1310535.66972,57634.75761,9189.29876,1475.30487,130360.8
1989,30801.0,32519.0,250.0,2079.0,1323208.67341,54316.173839999996,8691.307340000001,1657.40509,118192.4
1990,23793.0,32693.0,367.0,2759.0,1350262.46649,45494.76431000001,7305.0582,844.2035800000001,115733.2
1991,21957.0,31542.0,471.0,2915.0,1350461.32056,53189.08123,8571.419440000001,662.26734,110594.4
1992,20167.0,35244.0,399.0,2864.0,1347557.64815,60681.84555,9814.59874,534.33279,111957.4
1993,40493.0,31581.0,462.0,2984.0,929771.97242,66004.00254,10712.74432,504.2561,100954.8
1994,23013.0,33752.0,486.0,3387.0,1184962.14078,69835.62732,11376.25254,484.46455999999995,99458.4
1995,48033.0,30246.0,497.0,3087.0,1081872.264,66902.94447,10936.92873,480.82685,93902.0
1996,44751.0,34097.0,521.0,3079.0,1055469.29472,27377.756260000002,4491.39658,414.68721,90335.0
1997,41055.0,30512.0,511.0,3137.0,926668.54324,48244.337139999996,7942.70993,427.77887999999996,93467.0
1998,49548.0,34594.0,502.0,2758.0,900851.97972,56682.25696,9365.12915,328.11665,79645.6
1999,40737.0,33372.0,495.0,3230.0,929030.82038,52421.8001,8673.85008,290.59637000000004,69977.0
2000,38334.0,35176.0,493.0,3518.0,775392.4512,62766.30829,10398.96932,263.81808,70794.8
2001,25542.0,33220.0,542.0,3500.0,772289.5149,68629.12732,11385.09554,242.63907000000003,58533.6
2002,31141.0,34352.0,554.0,3803.0,758830.11906,93595.55711000001,15547.07295,254.51662000000002,69895.8
2003,36371.0,35594.0,534.0,3895.0,721185.1184,112062.22936,18696.73189,249.53503999999998,67836.8
2004,34141.0,30268.0,571.0,4306.0,722773.61152,105609.78451,17698.322659999998,246.49976,63707.2
2005,39632.0,36155.0,537.0,4262.0,727432.99276,101357.22465,17058.508980000002,238.3538,59200.6
2006,48047.0,31959.0,495.0,4883.0,740926.95696,103925.69275,17569.02329,241.13091,59873.4
2007,27328.0,35792.0,557.0,5585.0,748745.316,126997.74706,21565.90739,1482.66595,55732.2
2008,24128.0,32482.0,670.0,5385.0,758122.228,140650.38076,23988.09909,1269.2205800000002,54653.4
2009,27888.0,31764.0,647.0,5840.0,783299.5040000002,177711.03332000005,30498.429180000006,1505.83167,52774.2
2010,33431.0,32201.0,765.0,6079.0,,,,,
2011,42557.0,36663.0,861.0,7752.0,,,,,
2012,26837.0,18507.0,1328.0,9754.0,,,,,
2013,23755.0,17912.0,3727.0,12822.0,,,,,
2014,16531.0,16986.0,9834.0,12992.0,,,,,
