Year,HYTCP,WYTCP,SOEGP,NUETP,CLPRB,EMFDB,ENPRP,NGMPB,PAPRB
1960,17445.0,0.0,0.0,0.0,132.48678,0.0,0.0,0.0,423.4
1961,15368.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,423.4
1962,22835.0,7.0,0.0,0.0,0.0,0.0,0.0,243.57,226.2
1963,25334.0,193.0,0.0,0.0,0.0,0.0,0.0,1412.7060000000001,394.4
1964,22098.0,367.0,0.0,0.0,0.0,0.0,0.0,2144.475,371.2
1965,30523.0,270.0,0.0,0.0,0.0,0.0,0.0,3289.2540000000004,562.6
1966,26236.0,163.0,0.0,0.0,0.0,0.0,0.0,3347.4990000000003,765.6
1967,35277.0,563.0,0.0,0.0,22.08113,0.0,0.0,1329.045,16959.2
1968,27175.0,1505.0,0.0,0.0,0.0,0.0,0.0,932.9789999999999,19546.0
1969,40418.0,2458.0,0.0,0.0,0.0,0.0,0.0,1203.024,14111.4
1970,38082.0,3132.0,0.0,0.0,2914.7091600000012,0.0,0.0,1165.9589999999998,10347.2
1971,39018.0,3519.0,0.0,0.0,25304.97498000001,0.0,0.0,919.212,7168.8
1972,31755.0,3175.0,0.0,0.0,65227.65802,0.0,0.0,468.07800000000003,5759.4
1973,38754.0,2631.0,0.0,0.0,71697.42911,0.0,0.0,132.0,4663.2
1974,46422.0,3698.0,0.0,0.0,142379.12624,0.0,0.0,238.56,4292.0
1975,40103.0,6071.0,0.0,0.0,154258.77418,0.0,0.0,218.81599999999997,3683.0
1976,23193.0,4807.0,0.0,0.0,230085.3746,0.0,0.0,275.624,3010.2
1977,14251.0,8115.0,0.0,0.0,244195.21667,0.0,0.0,253.44,2476.6
1978,37206.0,7659.0,0.0,0.0,199922.55102,0.0,0.0,304.5042,2424.4
1979,33920.0,8762.0,0.0,0.0,251481.98957,0.0,0.0,258.2138,2737.6
1980,40780.0,4920.0,0.0,0.0,240794.72265,0.0,0.0,224.486,2354.8
1981,29764.0,3206.0,0.0,0.0,256339.83817,0.0,0.0,196.91099999999997,2070.6
1982,50226.0,3735.0,0.0,0.0,273011.09132,0.0,0.0,104.346,1943.0
1983,56885.0,5613.0,0.0,1.0,251813.20652,0.0,0.0,137.94,1374.6
1984,43159.0,14144.0,5.0,4.0,254418.77986,0.0,0.0,47.115,1247.0
1985,31717.0,19729.0,11.0,3.0,212530.87625,0.0,0.0,89.25,1015.0
1986,41459.0,26215.0,14.0,3.0,255169.53828,0.0,0.0,65.457,933.8
1987,24564.0,30387.0,10.0,4.0,251261.17827,0.0,0.0,62.16,754.0
1988,23474.0,30863.0,9.0,1.0,273761.84974000003,0.0,0.0,57.903999999999996,661.2
1989,30801.0,32519.0,250.0,2079.0,263538.28655,0.0,0.0,1414.4,794.6
1990,23793.0,32693.0,367.0,2759.0,249018.41592,0.0,0.0,2193.0,701.8
1991,21957.0,31542.0,471.0,2915.0,290251.05516,0.0,0.0,1255.52045,643.8
1992,20167.0,35244.0,399.0,2864.0,275297.65728000004,0.0,0.0,794.95358,545.2
1993,40493.0,31581.0,462.0,2984.0,267526.50792,0.0,0.0,614.0871099999999,423.4
1994,23013.0,33752.0,486.0,3387.0,288012.7488,0.0,0.0,772.0729299999999,377.0
1995,48033.0,30246.0,497.0,3087.0,262514.05934000004,0.0,0.0,577.2402,411.8
1996,44751.0,34097.0,521.0,3079.0,228629.88724,0.0,0.0,468.44887,487.2
1997,41055.0,30512.0,511.0,3137.0,256500.4123,0.0,0.0,461.49608,475.6
1998,49548.0,34594.0,502.0,2758.0,247729.36535,0.0,0.0,464.29675999999995,452.4
1999,40737.0,33372.0,495.0,3230.0,258147.55848,0.0,0.0,480.81464000000005,382.8
2000,38334.0,35176.0,493.0,3518.0,286772.31415,0.0,0.0,373.11323,342.2
2001,25542.0,33220.0,542.0,3500.0,293303.25692,0.0,0.0,311.16246,342.2
2002,31141.0,34352.0,554.0,3803.0,280064.32476,0.0,0.0,306.10038,365.4
2003,36371.0,35594.0,534.0,3895.0,262250.57011,0.0,0.0,447.86834000000005,272.6
2004,34141.0,30268.0,571.0,4306.0,278231.42184,0.0,0.0,337.48363,301.6
2005,39632.0,36155.0,537.0,4262.0,263426.49216,0.0,0.0,238.75378999999998,290.0
2006,48047.0,31959.0,495.0,4883.0,179356.1016,0.0,0.0,623.35362,319.0
2007,27328.0,35792.0,557.0,5585.0,173933.604,3879.76824,658.83627,669.58419,249.4
2008,24128.0,32482.0,670.0,5385.0,173998.05,7563.0806,1289.8929,537.121,301.6
2009,27888.0,31764.0,647.0,5840.0,160705.948,7623.6127400000005,1308.3499,726.952,266.8
2010,33431.0,32201.0,765.0,6079.0,,,,,
2011,42557.0,36663.0,861.0,7752.0,,,,,
2012,26837.0,18507.0,1328.0,9754.0,,,,,
2013,23755.0,17912.0,3727.0,12822.0,,,,,
2014,16531.0,16986.0,9834.0,12992.0,,,,,
