Year,HYTCP,WYTCP,SOEGP,NUETP,CLPRB,EMFDB,ENPRP,NGMPB,PAPRB
1960,17445.0,0.0,0.0,0.0,261.96,0.0,0.0,0.0,1629.8
1961,15368.0,5.0,0.0,0.0,235.764,0.0,0.0,0.0,1351.4
1962,22835.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,980.2
1963,25334.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,1247.0
1964,22098.0,367.0,0.0,0.0,0.0,0.0,0.0,0.0,1432.6
1965,30523.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,1270.2
1966,26236.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,1386.2
1967,35277.0,563.0,0.0,0.0,0.0,0.0,0.0,0.0,1223.8
1968,27175.0,1505.0,0.0,0.0,0.0,0.0,0.0,0.0,1084.6
1969,40418.0,2458.0,0.0,0.0,0.0,0.0,0.0,0.0,916.4
1970,38082.0,3132.0,0.0,0.0,0.0,0.0,0.0,0.0,928.0
1971,39018.0,3519.0,0.0,0.0,0.0,0.0,0.0,0.0,1351.4
1972,31755.0,3175.0,0.0,0.0,0.0,0.0,0.0,0.0,1270.2
1973,38754.0,2631.0,0.0,0.0,0.0,0.0,0.0,0.0,1595.0
1974,46422.0,3698.0,0.0,0.0,0.0,0.0,0.0,0.0,2865.2
1975,40103.0,6071.0,0.0,0.0,0.0,0.0,0.0,0.0,2737.6
1976,23193.0,4807.0,0.0,0.0,0.0,0.0,0.0,0.0,2592.6
1977,14251.0,8115.0,0.0,0.0,0.0,0.0,0.0,0.0,3665.6
1978,37206.0,7659.0,0.0,0.0,0.0,0.0,0.0,0.0,5040.2
1979,33920.0,8762.0,0.0,0.0,0.0,0.0,0.0,909.9784,4906.8
1980,40780.0,4920.0,0.0,0.0,0.0,0.0,0.0,1190.614,4437.0
1981,29764.0,3206.0,0.0,0.0,0.0,0.0,0.0,1157.31,5643.4
1982,50226.0,3735.0,0.0,0.0,0.0,0.0,0.0,2328.669,6716.4
1983,56885.0,5613.0,0.0,1.0,0.0,0.0,0.0,1866.306,6797.6
1984,43159.0,14144.0,5.0,4.0,0.0,0.0,0.0,1968.4170000000001,7772.0
1985,31717.0,19729.0,11.0,3.0,0.0,0.0,0.0,2583.58,9256.8
1986,41459.0,26215.0,14.0,3.0,0.0,0.0,0.0,2242.155,9198.8
1987,24564.0,30387.0,10.0,4.0,0.0,0.0,0.0,3475.603,9529.4
1988,23474.0,30863.0,9.0,1.0,0.0,1122.67779,179.0,3998.4,9628.0
1989,30801.0,32519.0,250.0,2079.0,0.0,1118.65738,179.0,4443.273,9349.6
1990,23793.0,32693.0,367.0,2759.0,0.0,1114.78411,179.0,895.096,9558.4
1991,21957.0,31542.0,471.0,2915.0,0.0,1110.7665,179.0,897.8882199999999,9639.6
1992,20167.0,35244.0,399.0,2864.0,0.0,1106.72384,179.0,1478.07447,9030.6
1993,40493.0,31581.0,462.0,2984.0,0.0,1201.44569,195.0,1322.7693199999999,8700.0
1994,23013.0,33752.0,486.0,3387.0,0.0,1888.16368,307.58264,1451.24577,8427.4
1995,48033.0,30246.0,497.0,3087.0,0.0,1881.5322800000001,307.58264,1269.71356,7795.2
1996,44751.0,34097.0,521.0,3079.0,0.0,1874.9007100000001,307.58264,1347.62425,7290.6
1997,41055.0,30512.0,511.0,3137.0,0.0,1711.74963,281.81402,1626.82813,7743.0
1998,49548.0,34594.0,502.0,2758.0,0.0,2116.57085,349.70307,1635.88387,6994.8
1999,40737.0,33372.0,495.0,3230.0,0.0,2212.0427,366.01045,1575.58815,6380.0
2000,38334.0,35176.0,493.0,3518.0,0.0,2356.55433,390.42819,1659.87609,6786.0
2001,25542.0,33220.0,542.0,3500.0,0.0,3559.38264,590.47686,1099.04585,7279.0
2002,31141.0,34352.0,554.0,3803.0,0.0,8657.21845,1438.04269,1024.26371,7041.2
2003,36371.0,35594.0,534.0,3895.0,0.0,21533.073269999997,3592.62974,1103.93183,7174.6
2004,34141.0,30268.0,571.0,4306.0,0.0,43785.75185,7337.713709999999,1094.89241,7870.6
2005,39632.0,36155.0,537.0,4262.0,0.0,59339.84812,9986.948,998.47675,8520.2
2006,48047.0,31959.0,495.0,4883.0,0.0,77743.68048,13142.85714,965.7285199999999,8085.2
2007,27328.0,35792.0,557.0,5585.0,0.0,83403.26028,14162.983430000002,997.93886,9657.0
2008,24128.0,32482.0,670.0,5385.0,0.0,111372.09147999999,18994.65008,1650.576,9842.6
2009,27888.0,31764.0,647.0,5840.0,0.0,129462.80543,22218.16017,2133.258,9616.4
2010,33431.0,32201.0,765.0,6079.0,,,,,
2011,42557.0,36663.0,861.0,7752.0,,,,,
2012,26837.0,18507.0,1328.0,9754.0,,,,,
2013,23755.0,17912.0,3727.0,12822.0,,,,,
2014,16531.0,16986.0,9834.0,12992.0,,,,,
