Year,HYTCP,WYTCP,SOEGP,NUETP,CLPRB,EMFDB,ENPRP,NGMPB,PAPRB
1960,17445.0,0.0,0.0,0.0,2971457.81856,0.0,0.0,229601.88913000003,13340.0
1961,15368.0,5.0,0.0,0.0,2821060.6112,0.0,0.0,231580.52361,16008.0
1962,22835.0,7.0,0.0,0.0,2953043.66459,0.0,0.0,231736.70265999998,20126.0
1963,25334.0,193.0,0.0,0.0,3305984.76104,0.0,0.0,231214.27276,19430.0
1964,22098.0,367.0,0.0,0.0,3532592.43648,0.0,0.0,224229.11011999997,19546.0
1965,30523.0,270.0,0.0,0.0,3730403.09411,0.0,0.0,228126.98705,20474.0
1966,26236.0,163.0,0.0,0.0,3741366.4036,0.0,0.0,232739.76805,21309.2
1967,35277.0,563.0,0.0,0.0,3842089.11064,0.0,0.0,232574.79019,20653.8
1968,27175.0,1505.0,0.0,0.0,3645105.12079,0.0,0.0,260633.12496999998,19209.6
1969,40418.0,2458.0,0.0,0.0,3535711.22411,0.0,0.0,254900.69421999998,18003.2
1970,38082.0,3132.0,0.0,0.0,3652112.82384,0.0,0.0,266661.41602,18119.2
1971,39018.0,3519.0,0.0,0.0,2991676.6930400007,0.0,0.0,258689.55971,17220.2
1972,31755.0,3175.0,0.0,0.0,3128328.22155,0.0,0.0,236442.30319,15526.6
1973,38754.0,2631.0,0.0,0.0,2972140.64568,0.0,0.0,229989.0902,13833.0
1974,46422.0,3698.0,0.0,0.0,2605820.7563400003,0.0,0.0,223676.3903,15457.0
1975,40103.0,6071.0,0.0,0.0,2769248.70528,0.0,0.0,174573.60117,14378.2
1976,23193.0,4807.0,0.0,0.0,2768788.11198,0.0,0.0,172660.61889,14610.2
1977,14251.0,8115.0,0.0,0.0,2422787.15523,0.0,0.0,172139.44174,14604.4
1978,37206.0,7659.0,0.0,0.0,2148687.69096,0.0,0.0,165842.73072999998,13815.6
1979,33920.0,8762.0,0.0,0.0,2891197.38232,0.0,0.0,167744.5846,13954.8
1980,40780.0,4920.0,0.0,0.0,3112014.21456,0.0,0.0,177452.01741,13548.8
1981,29764.0,3206.0,0.0,0.0,2934294.39628,0.0,0.0,183824.72363,20143.4
1982,50226.0,3735.0,0.0,0.0,3344594.0898,0.0,0.0,170143.92214,18716.6
1983,56885.0,5613.0,0.0,1.0,3003769.47189,0.0,0.0,147369.40112999998,21042.4
1984,43159.0,14144.0,5.0,4.0,3413581.1302400013,0.0,0.0,165752.69587999998,20439.2
1985,31717.0,19729.0,11.0,3.0,3339897.8886,0.0,0.0,170759.0666,20619.0
1986,41459.0,26215.0,14.0,3.0,3391600.26437,0.0,0.0,159846.21631,18241.0
1987,24564.0,30387.0,10.0,4.0,3561008.44088,0.0,0.0,186558.55085,16443.0
1988,23474.0,30863.0,9.0,1.0,3802174.65495,0.0,0.0,205120.56862,15207.6
1989,30801.0,32519.0,250.0,2079.0,3996483.3328,0.0,0.0,207715.88835999998,13009.4
1990,23793.0,32693.0,367.0,2759.0,4450035.66235,0.0,0.0,206249.73492000002,12429.4
1991,21957.0,31542.0,471.0,2915.0,4391170.88376,0.0,0.0,229585.85824,11385.4
1992,20167.0,35244.0,399.0,2864.0,4250360.60264,0.0,0.0,209477.38528,11994.4
1993,40493.0,31581.0,462.0,2984.0,3382971.74975,0.0,0.0,199902.99596,11878.4
1994,23013.0,33752.0,486.0,3387.0,4203422.5724800015,0.0,0.0,212940.17276,11124.4
1995,48033.0,30246.0,497.0,3087.0,4217195.30148,0.0,0.0,209420.72991,11298.4
1996,44751.0,34097.0,521.0,3079.0,4392066.93165,0.0,0.0,191129.78662,9744.0
1997,41055.0,30512.0,511.0,3137.0,4464060.5582099985,0.0,0.0,194898.15673,8752.2
1998,49548.0,34594.0,502.0,2758.0,4413049.1288,0.0,0.0,202451.2812,8531.8
1999,40737.0,33372.0,495.0,3230.0,4021540.10074,0.0,0.0,197171.24936,8531.8
2000,38334.0,35176.0,493.0,3518.0,4015521.32894,0.0,0.0,298104.97926999995,8120.0
2001,25542.0,33220.0,542.0,3500.0,4085482.6245800005,0.0,0.0,222937.64828000002,7110.8
2002,31141.0,34352.0,554.0,3803.0,3805093.2156,0.0,0.0,218896.52721,8015.6
2003,36371.0,35594.0,534.0,3895.0,3524503.7058,0.0,0.0,212634.12507,7737.2
2004,34141.0,30268.0,571.0,4306.0,3724793.03871,0.0,0.0,222611.92355,7766.2
2005,39632.0,36155.0,537.0,4262.0,3848481.54375,0.0,0.0,249956.26565,9065.4
2006,48047.0,31959.0,495.0,4883.0,3802034.52426,0.0,0.0,265767.51144000003,10144.2
2007,27328.0,35792.0,557.0,5585.0,3855269.02752,0.0,0.0,262350.93077,9129.2
2008,24128.0,32482.0,670.0,5385.0,3870325.43,0.0,0.0,277282.25849000004,9239.4
2009,27888.0,31764.0,647.0,5840.0,3379357.08,0.0,0.0,300896.4956,10811.2
2010,33431.0,32201.0,765.0,6079.0,,,,,
2011,42557.0,36663.0,861.0,7752.0,,,,,
2012,26837.0,18507.0,1328.0,9754.0,,,,,
2013,23755.0,17912.0,3727.0,12822.0,,,,,
2014,16531.0,16986.0,9834.0,12992.0,,,,,
