Year,HYTCP,WYTCP,SOEGP,NUETP,CLPRB,EMFDB,ENPRP,NGMPB,PAPRB
1960,17445.0,0.0,0.0,0.0,9177.96818,0.0,0.0,57392.86465,174678.6
1961,15368.0,5.0,0.0,0.0,8863.8079,0.0,0.0,61632.3044,169626.8
1962,22835.0,7.0,0.0,0.0,5744.64512,0.0,0.0,68531.74419,160364.2
1963,25334.0,193.0,0.0,0.0,4959.24442,0.0,0.0,78766.01672,158954.8
1964,22098.0,367.0,0.0,0.0,4757.28424,0.0,0.0,78834.328,155074.6
1965,30523.0,270.0,0.0,0.0,5071.44452,0.0,0.0,85731.69775,150394.0
1966,26236.0,163.0,0.0,0.0,5295.84472,0.0,0.0,108857.13777999999,138179.2
1967,35277.0,563.0,0.0,0.0,4241.16378,0.0,0.0,120602.53873,122235.0
1968,27175.0,1505.0,0.0,0.0,4734.84422,0.0,0.0,162111.99459000002,112891.2
1969,40418.0,2458.0,0.0,0.0,5116.32456,0.0,0.0,175184.2905,104684.2
1970,38082.0,3132.0,0.0,0.0,6013.92536,0.0,0.0,187701.81597,104603.0
1971,39018.0,3519.0,0.0,0.0,6193.44552,0.0,0.0,177562.32389,105925.4
1972,31755.0,3175.0,0.0,0.0,9604.32856,0.0,0.0,169378.42270999998,107410.2
1973,38754.0,2631.0,0.0,0.0,9092.6038,0.0,0.0,159338.13599,104492.8
1974,46422.0,3698.0,0.0,0.0,10210.2091,0.0,0.0,125477.88459000002,95856.6
1975,40103.0,6071.0,0.0,0.0,10765.68992,0.0,0.0,117374.2268,93571.4
1976,23193.0,4807.0,0.0,0.0,11982.97068,0.0,0.0,110568.54,104962.6
1977,14251.0,8115.0,0.0,0.0,12633.73126,0.0,0.0,107368.54966,117171.6
1978,37206.0,7659.0,0.0,0.0,12616.12188,0.0,0.0,108285.19430999999,117908.2
1979,33920.0,8762.0,0.0,0.0,5632.44502,0.0,0.0,113633.81554000001,109440.2
1980,40780.0,4920.0,0.0,0.0,7158.36638,0.0,0.0,114473.3191,105618.0
1981,29764.0,3206.0,0.0,0.0,5138.76458,0.0,0.0,95565.69745,106441.6
1982,50226.0,3735.0,0.0,0.0,3612.84322,0.0,0.0,127217.45580999998,109324.2
1983,56885.0,5613.0,0.0,1.0,1974.72176,0.0,0.0,132636.93867,109324.2
1984,43159.0,14144.0,5.0,4.0,1840.08164,0.0,0.0,140012.53480999998,108634.0
1985,31717.0,19729.0,11.0,3.0,1795.2016,0.0,0.0,159998.84823,110455.2
1986,41459.0,26215.0,14.0,3.0,3747.48334,0.0,0.0,135759.38824,91512.4
1987,24564.0,30387.0,10.0,4.0,1884.96168,0.0,0.0,145562.33906,82545.6
1988,23474.0,30863.0,9.0,1.0,6193.44552,0.0,0.0,169929.50315,78909.0
1989,30801.0,32519.0,250.0,2079.0,1570.8014,0.0,0.0,176657.46882,65313.8
1990,23793.0,32693.0,367.0,2759.0,1323.96118,0.0,0.0,177929.49515,60238.8
1991,21957.0,31542.0,471.0,2915.0,1166.88104,0.0,0.0,168002.84904,59769.0
1992,20167.0,35244.0,399.0,2864.0,1301.52116,0.0,0.0,204994.13835999998,59508.0
1993,40493.0,31581.0,462.0,2984.0,987.36088,0.0,0.0,199973.09839,57855.0
1994,23013.0,33752.0,486.0,3387.0,1144.44102,0.0,0.0,192728.8602,55494.4
1995,48033.0,30246.0,497.0,3087.0,650.76058,0.0,0.0,202255.87632,51678.0
1996,44751.0,34097.0,521.0,3079.0,471.24042,0.0,0.0,228372.47414,51121.2
1997,41055.0,30512.0,511.0,3137.0,403.92036,0.0,0.0,212525.41307,48888.2
1998,49548.0,34594.0,502.0,2758.0,538.56048,0.0,0.0,193607.17028,46388.4
1999,40737.0,33372.0,495.0,3230.0,493.68044,0.0,0.0,173921.70205999998,41470.0
2000,38334.0,35176.0,493.0,3518.0,269.28024,0.0,0.0,175492.58727000002,41493.2
2001,25542.0,33220.0,542.0,3500.0,381.48034,0.0,0.0,170163.14981,44033.6
2002,31141.0,34352.0,554.0,3803.0,314.16028,0.0,0.0,166257.26805,42595.2
2003,36371.0,35594.0,534.0,3895.0,179.52016,0.0,0.0,175398.95436,41910.8
2004,34141.0,30268.0,571.0,4306.0,157.08014,0.0,0.0,189925.62269000002,39045.6
2005,39632.0,36155.0,537.0,4262.0,67.32006,0.0,0.0,193589.23231,36795.2
2006,48047.0,31959.0,495.0,4883.0,516.12046,0.0,0.0,278737.43916999997,35403.2
2007,27328.0,35792.0,557.0,5585.0,1862.52166,0.0,0.0,272032.65197,34979.8
2008,24128.0,32482.0,670.0,5385.0,1548.36138,0.0,0.0,453365.55426999996,35258.2
2009,27888.0,31764.0,647.0,5840.0,112.20009,0.0,0.0,691086.2326,33529.8
2010,33431.0,32201.0,765.0,6079.0,,,,,
2011,42557.0,36663.0,861.0,7752.0,,,,,
2012,26837.0,18507.0,1328.0,9754.0,,,,,
2013,23755.0,17912.0,3727.0,12822.0,,,,,
2014,16531.0,16986.0,9834.0,12992.0,,,,,
