Year,HYTCP,WYTCP,SOEGP,NUETP,CLPRB,EMFDB,ENPRP,NGMPB,PAPRB
1960,17445.0,0.0,0.0,0.0,346323.68516,0.0,0.0,344.05199999999996,69913.2
1961,15368.0,5.0,0.0,0.0,336694.91491999995,0.0,0.0,384.292,66700.0
1962,22835.0,7.0,0.0,0.0,350135.07338,0.0,0.0,285.704,70046.6
1963,25334.0,193.0,0.0,0.0,336561.18200000003,0.0,0.0,287.716,69031.6
1964,22098.0,367.0,0.0,0.0,336003.9615,0.0,0.0,201.2,65441.4
1965,30523.0,270.0,0.0,0.0,346925.4833,0.0,0.0,240.43400000000003,66589.8
1966,26236.0,163.0,0.0,0.0,386176.09532,0.0,0.0,216.29,61578.6
1967,35277.0,563.0,0.0,0.0,418405.72904,0.0,0.0,199.188,58469.8
1968,27175.0,1505.0,0.0,0.0,412031.12652,0.0,0.0,235.40400000000002,50413.6
1969,40418.0,2458.0,0.0,0.0,447693.23852,0.0,0.0,172.02599999999998,45477.8
1970,38082.0,3132.0,0.0,0.0,496215.99966,0.0,0.0,153.918,43424.6
1971,39018.0,3519.0,0.0,0.0,476891.59272,0.0,0.0,540.222,38616.4
1972,31755.0,3175.0,0.0,0.0,578372.59018,0.0,0.0,357.13,35554.0
1973,38754.0,2631.0,0.0,0.0,550910.60945,0.0,0.0,275.448,30809.6
1974,46422.0,3698.0,0.0,0.0,514486.68426,0.0,0.0,175.472,28530.2
1975,40103.0,6071.0,0.0,0.0,542752.01332,0.0,0.0,342.54,26865.6
1976,23193.0,4807.0,0.0,0.0,548266.20254,0.0,0.0,190.08,26854.0
1977,14251.0,8115.0,0.0,0.0,601875.93235,0.0,0.0,181.17,30821.2
1978,37206.0,7659.0,0.0,0.0,522198.44082,0.0,0.0,161.2233,27196.2
1979,33920.0,8762.0,0.0,0.0,597455.5644,0.0,0.0,469.35418,27347.0
1980,40780.0,4920.0,0.0,0.0,670980.19788,0.0,0.0,595.0783700000001,28872.4
1981,29764.0,3206.0,0.0,0.0,638523.90648,0.0,0.0,361.43995,27381.8
1982,50226.0,3735.0,0.0,0.0,694736.85276,0.0,0.0,256.76658,32265.4
1983,56885.0,5613.0,0.0,1.0,697958.1804,0.0,0.0,135.81,30861.8
1984,43159.0,14144.0,5.0,4.0,821386.06025,0.0,0.0,396.75800000000004,32050.8
1985,31717.0,19729.0,11.0,3.0,734611.46996,8864.796190000001,1398.29864,369.936,29974.4
1986,41459.0,26215.0,14.0,3.0,729418.86936,9369.53325,1483.20861,368.285,27602.2
1987,24564.0,30387.0,10.0,4.0,759526.3814399998,10242.23885,1627.1612300000004,218.953,21680.4
1988,23474.0,30863.0,9.0,1.0,696993.69022,10273.8262,1638.06117,418.18,21257.0
1989,30801.0,32519.0,250.0,2079.0,747396.71444,9682.263840000001,1549.29048,422.656,19203.8
1990,23793.0,32693.0,367.0,2759.0,797305.24011,8109.78168,1302.18121,406.18199999999996,17400.0
1991,21957.0,31542.0,471.0,2915.0,700941.20364,9481.35116,1527.91956,235.248,17481.2
1992,20167.0,35244.0,399.0,2864.0,679061.54856,8437.362079999999,1364.64741,175.91400000000002,17492.8
1993,40493.0,31581.0,462.0,2984.0,654657.41565,9177.36866,1489.52791,194.49599999999998,16013.8
1994,23013.0,33752.0,486.0,3387.0,690818.8731600001,10187.63545,1659.57002,108.391,14453.6
1995,48033.0,30246.0,497.0,3087.0,578143.4121,9729.691920000001,1590.55701,251.69147999999998,16112.4
1996,44751.0,34097.0,521.0,3079.0,657833.4489,3969.6394200000004,651.23032,363.5283,14633.4
1997,41055.0,30512.0,511.0,3137.0,785240.49604,6974.91337,1148.31537,532.11154,14094.0
1998,49548.0,34594.0,502.0,2758.0,812968.7012199998,8171.785890000001,1350.15496,625.58924,12806.4
1999,40737.0,33372.0,495.0,3230.0,756640.49628,7536.9484,1247.08347,870.13143,11391.2
2000,38334.0,35176.0,493.0,3518.0,621168.6474,9000.33668,1491.15389,921.475,12168.4
2001,25542.0,33220.0,542.0,3500.0,813161.46366,9815.72727,1628.3609800000004,1089.20115,11727.6
2002,31141.0,34352.0,554.0,3803.0,789152.83976,13304.532959999999,2210.00388,1319.59296,11379.6
2003,36371.0,35594.0,534.0,3895.0,792236.14264,15544.313999999995,2593.45074,1591.77236,10817.0
2004,34141.0,30268.0,571.0,4306.0,786209.4781399998,14062.9217,2356.69571,3432.05801,10179.0
2005,39632.0,36155.0,537.0,4262.0,768995.47578,13461.5064,2265.58322,3191.00549,10016.6
2006,48047.0,31959.0,495.0,4883.0,783366.87233,13520.94472,2285.76579,2970.6386899999998,10039.8
2007,27328.0,35792.0,557.0,5585.0,783017.11,37316.31635,6336.80708,3688.91959,10016.6
2008,24128.0,32482.0,670.0,5385.0,803043.28,81188.52437,13846.8048,4762.113,10776.4
2009,27888.0,31764.0,647.0,5840.0,800172.0,97443.63192,16723.09058,5000.905,10463.2
2010,33431.0,32201.0,765.0,6079.0,,,,,
2011,42557.0,36663.0,861.0,7752.0,,,,,
2012,26837.0,18507.0,1328.0,9754.0,,,,,
2013,23755.0,17912.0,3727.0,12822.0,,,,,
2014,16531.0,16986.0,9834.0,12992.0,,,,,
