Year,HYTCP,WYTCP,SOEGP,NUETP,CLPRB,EMFDB,ENPRP,NGMPB,PAPRB
1960,17445.0,0.0,0.0,0.0,78754.98551,0.0,0.0,110972.67772,275320.2
1961,15368.0,5.0,0.0,0.0,80305.19454,0.0,0.0,111735.19900000001,271202.2
1962,22835.0,7.0,0.0,0.0,73776.84947,0.0,0.0,105209.33932999999,246366.6
1963,25334.0,193.0,0.0,0.0,80589.03563,0.0,0.0,109217.2256,222041.4
1964,22098.0,367.0,0.0,0.0,95086.76515,0.0,0.0,118110.20758,201579.0
1965,30523.0,270.0,0.0,0.0,104584.5247,0.0,0.0,130580.22032000001,194363.8
1966,26236.0,163.0,0.0,0.0,114016.78246,0.0,0.0,141207.98989,194253.6
1967,35277.0,563.0,0.0,0.0,118754.74527,0.0,0.0,120739.76947,196649.0
1968,27175.0,1505.0,0.0,0.0,121352.98294000002,0.0,0.0,125458.51569000001,185234.6
1969,40418.0,2458.0,0.0,0.0,120741.6329,0.0,0.0,122699.80047,164105.2
1970,38082.0,3132.0,0.0,0.0,131549.42825,0.0,0.0,109319.51504000001,143393.4
1971,39018.0,3519.0,0.0,0.0,116527.68441,0.0,0.0,113865.74162999999,158867.8
1972,31755.0,3175.0,0.0,0.0,120566.96146,0.0,0.0,122027.92972999999,185687.0
1973,38754.0,2631.0,0.0,0.0,132174.69179,0.0,0.0,141643.43332,212222.0
1974,46422.0,3698.0,0.0,0.0,148561.2176,0.0,0.0,151894.40734,217546.4
1975,40103.0,6071.0,0.0,0.0,172498.89258,0.0,0.0,175020.89284000001,220916.2
1976,23193.0,4807.0,0.0,0.0,202168.94537,0.0,0.0,190637.32112,226153.6
1977,14251.0,8115.0,0.0,0.0,261877.16568,0.0,0.0,195174.45103,228868.0
1978,37206.0,7659.0,0.0,0.0,299886.33018000005,0.0,0.0,185145.98585,213422.6
1979,33920.0,8762.0,0.0,0.0,404689.40325,0.0,0.0,198965.81183,187479.2
1980,40780.0,4920.0,0.0,0.0,412458.8445,0.0,0.0,215410.57197,172851.6
1981,29764.0,3206.0,0.0,0.0,433371.38378,22.76233,3.5396300000000003,223927.03613000002,175757.4
1982,50226.0,3735.0,0.0,0.0,401324.66568,75.92981999999998,11.84907,240596.73594,177161.0
1983,56885.0,5613.0,0.0,1.0,365234.62932,142.64841,22.34243,187027.82322,168490.0
1984,43159.0,14144.0,5.0,4.0,395572.2522,170.31838,26.7702,194138.22814000002,167301.0
1985,31717.0,19729.0,11.0,3.0,379500.15242,182.6148,28.80495,201025.08615999998,175426.8
1986,41459.0,26215.0,14.0,3.0,334055.37852,193.01238,30.5541,183478.59977,169992.2
1987,24564.0,30387.0,10.0,4.0,316143.5032,210.99012000000002,33.51952,183677.08133,167051.6
1988,23474.0,30863.0,9.0,1.0,347421.49416,211.64082000000002,33.74406,213819.54382,187635.8
1989,30801.0,32519.0,250.0,2079.0,365336.49923,199.45463999999998,31.91538,243041.11353000003,177799.0
1990,23793.0,32693.0,367.0,2759.0,404530.4731,167.0615,26.82493,268272.07412,176627.4
1991,21957.0,31542.0,471.0,2915.0,384206.60066,195.31583,31.475140000000003,322488.76905999996,182015.6
1992,20167.0,35244.0,399.0,2864.0,414383.55354,173.80966,28.11174,362094.18072,172764.6
1993,40493.0,31581.0,462.0,2984.0,475039.35062,189.05379,30.68427,438567.94213999994,170508.4
1994,23013.0,33752.0,486.0,3387.0,554832.20464,175.34656999999999,28.56403,489427.5431,165955.4
1995,48033.0,30246.0,497.0,3087.0,565840.8489,164.71244,26.92629,575906.26061,162266.6
1996,44751.0,34097.0,521.0,3079.0,547155.29242,66.11024,10.84557,623439.66108,144727.4
1997,41055.0,30512.0,511.0,3137.0,598037.4017800001,114.29608,18.81714,690686.81883,148578.6
1998,49548.0,34594.0,502.0,2758.0,651411.4597199999,131.78512,21.77374,744284.26523,129711.2
1999,40737.0,33372.0,495.0,3230.0,662659.13586,119.64143,19.79619,770228.0830699999,107120.2
2000,38334.0,35176.0,493.0,3518.0,648023.19672,140.65623,23.30358,803867.79103,107189.8
2001,25542.0,33220.0,542.0,3500.0,741186.11304,151.04706000000004,25.05766,875597.69157,95816.0
2002,31141.0,34352.0,554.0,3803.0,788219.61144,201.62873000000002,33.49236,998368.54178,102857.2
2003,36371.0,35594.0,534.0,3895.0,801108.42307,232.03779,38.71374,1080775.38066,122432.2
2004,34141.0,30268.0,571.0,4306.0,889060.3326,206.80767,34.65729,1151919.5756700002,128162.6
2005,39632.0,36155.0,537.0,4262.0,857037.7394,659.87776,111.058,1222390.37928,132373.4
2006,48047.0,31959.0,495.0,4883.0,805711.31212,8909.02118,1506.10303,1298185.10786,135662.0
2007,27328.0,35792.0,557.0,5585.0,815510.9759999998,12932.5608,2196.12092,1329774.01581,134774.6
2008,24128.0,32482.0,670.0,5385.0,714672.792,17188.81955,2931.57476,1497927.1226899999,139513.2
2009,27888.0,31764.0,647.0,5840.0,614581.114,17326.39259,2973.52251,1626657.7020100001,164279.2
2010,33431.0,32201.0,765.0,6079.0,,,,,
2011,42557.0,36663.0,861.0,7752.0,,,,,
2012,26837.0,18507.0,1328.0,9754.0,,,,,
2013,23755.0,17912.0,3727.0,12822.0,,,,,
2014,16531.0,16986.0,9834.0,12992.0,,,,,
