Year,HYTCP,WYTCP,SOEGP,NUETP,GDP,CLPRB,EMFDB,ENPRP,NGMPB,PAPRB,PCP,ZNDX,Nominal Price,Inflation Adjusted Price
1960,6165.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,21.59,-5.24,2.91,23.72
1961,5595.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,23.27,-2.73,2.85,22.96
1962,5982.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,23.04,1.23,2.85,22.69
1963,5979.0,0.0,0.0,0.0,1841.0,0.0,0.0,0.0,0.0,0.0,26.25,7.29,2.91,22.9
1964,6293.0,0.0,0.0,0.0,1946.0,0.0,0.0,0.0,0.0,0.0,30.69,16.67,3.0,23.3
1965,6641.0,0.0,0.0,0.0,2197.0,0.0,0.0,0.0,0.0,0.0,23.26,2.66,3.01,23.0
1966,6828.0,0.0,0.0,0.0,2273.0,0.0,0.0,0.0,0.0,0.0,18.82,-14.97,3.1,23.01
1967,6897.0,0.0,0.0,0.0,2335.0,0.0,0.0,0.0,0.0,0.0,25.49,5.55,3.12,22.53
1968,6746.0,0.0,0.0,0.0,2497.0,0.0,0.0,0.0,0.0,0.0,26.49,9.55,3.18,21.99
1969,6280.0,0.0,0.0,0.0,2750.0,0.0,0.0,0.0,0.0,0.0,21.58,-6.77,3.32,21.81
1970,7076.0,0.0,0.0,0.0,3015.0,0.0,0.0,0.0,0.0,0.0,30.15,15.51,3.39,21.04
1971,7469.0,0.0,0.0,0.0,3265.0,0.0,0.0,0.0,0.0,0.0,28.14,11.36,3.6,21.42
1972,7844.0,0.0,0.0,0.0,3773.0,0.0,0.0,0.0,0.0,0.0,25.53,2.14,3.6,20.74
1973,8279.0,0.0,0.0,0.0,4481.0,0.0,0.0,0.0,0.0,0.0,24.09,-0.03,4.75,25.56
1974,9686.0,0.0,0.0,0.0,5186.0,0.0,0.0,0.0,0.0,0.0,22.68,-6.57,9.35,45.6
1975,10274.0,0.0,0.0,0.0,5835.0,0.0,0.0,0.0,0.0,0.0,29.12,16.95,12.21,54.61
1976,10372.0,0.0,0.0,0.0,6591.0,0.0,0.0,0.0,0.0,0.0,20.29,-4.73,13.1,55.46
1977,6749.0,0.0,0.0,0.0,7206.0,0.0,0.0,0.0,0.0,0.0,24.01,-8.43,14.4,57.2
1978,9871.0,0.0,0.0,0.0,8450.0,0.0,0.0,0.0,0.0,0.0,23.24,0.18,14.95,55.24
1979,9165.0,0.0,0.0,0.0,9286.0,0.0,0.0,0.0,0.0,0.0,19.85,-10.57,25.1,82.51
1980,9507.0,0.0,0.0,0.0,9916.0,0.0,0.0,0.0,0.0,0.0,28.67,10.27,37.42,109.51
1981,9507.0,0.0,0.0,0.0,10677.0,0.0,0.0,0.0,0.0,0.0,26.14,6.64,35.75,94.83
1982,11591.0,0.0,0.0,0.0,10689.0,0.0,0.0,0.0,0.0,0.0,30.55,18.08,31.83,79.5
1983,12771.0,0.0,0.0,0.0,11834.0,0.0,0.0,0.0,0.0,0.0,31.41,20.28,29.08,70.34
1984,13195.0,0.0,0.0,0.0,12586.0,0.0,407.7312,64.08614,0.0,0.0,27.35,17.27,28.75,66.67
1985,10863.0,0.0,0.0,0.0,13044.0,0.0,752.9005,118.75961000000001,0.0,0.0,20.14,-4.02,26.92,60.27
1986,12153.0,0.0,0.0,0.0,13220.0,0.0,795.7685799999997,125.97113999999999,0.0,0.0,25.08,1.38,14.44,31.72
1987,8105.0,0.0,0.0,0.0,13996.0,0.0,869.8887800000001,138.19725,0.0,0.0,18.42,-18.0,17.75,37.62
1988,6745.0,0.0,0.0,0.0,15285.0,0.0,872.57154,139.123,0.0,0.0,20.5,-11.88,14.87,30.33
1989,9349.0,0.0,0.0,0.0,16909.0,0.0,822.32926,131.58357,0.0,0.0,20.97,-6.71,18.33,35.6
1990,9115.0,0.0,0.0,0.0,18004.0,0.0,688.77598,110.59621000000001,0.0,0.0,23.41,-3.19,23.19,42.62
1991,8745.0,0.0,0.0,0.0,18852.0,0.0,805.26544,129.76851000000002,0.0,0.0,22.43,-0.7,20.2,35.73
1992,6654.0,0.0,0.0,0.0,20632.0,0.0,717.17578,115.99503,0.0,0.0,18.96,-17.59,19.25,33.04
1993,9715.0,0.0,0.0,0.0,23100.0,0.0,719.5057,116.77899,0.0,0.0,24.08,7.26,16.75,27.94
1994,7916.0,0.0,0.0,0.0,25455.0,0.0,876.73283,142.82013999999995,0.0,0.0,20.39,-12.12,15.66,25.44
1995,10989.0,0.0,0.0,0.0,27762.0,0.0,827.60005,135.29155,0.0,0.0,31.11,20.37,16.75,26.48
1996,13283.0,0.0,0.0,0.0,28915.0,0.0,332.89002,54.61153,0.0,0.0,32.1,12.06,20.46,31.4
1997,14676.0,0.0,0.0,0.0,30312.0,0.0,576.77086,94.95671,0.0,0.0,25.28,5.02,18.64,27.98
1998,12936.0,0.0,0.0,0.0,31142.0,0.0,666.46958,110.11511999999999,0.0,0.0,28.95,10.59,11.91,17.6
1999,13499.0,0.0,0.0,0.0,34302.0,0.0,606.37258,100.33201,0.0,0.0,22.64,-2.09,16.56,23.89
2000,10967.0,0.0,0.0,0.0,38216.0,0.0,714.4354900000003,118.36593,0.0,0.0,20.89,-10.17,27.39,38.29
2001,7223.0,0.0,0.0,0.0,37611.0,0.0,768.89048,127.55358999999999,0.0,0.0,19.13,-16.1,23.0,31.3
2002,8769.0,0.0,0.0,0.0,38897.0,0.0,1028.6196699999996,170.86308,0.0,0.0,18.98,-11.74,22.81,30.52
2003,8354.0,0.0,0.0,0.0,40703.0,0.0,1186.35167,197.93376999999998,0.0,0.0,22.56,-10.45,27.69,36.26
2004,8462.0,0.0,0.0,0.0,43610.0,0.0,521.1553299999998,87.33637,0.0,0.0,23.18,-1.48,37.66,47.98
2005,8542.0,0.0,0.0,0.0,47176.0,0.0,0.0,0.0,0.0,0.0,24.59,1.76,50.04,61.65
2006,11242.0,0.0,0.0,170.0,51157.0,0.0,0.0,0.0,0.0,0.0,26.38,0.71,58.3,69.64
2007,9022.0,0.0,0.0,172.0,54507.0,0.0,235.13747,39.92947,0.0,0.0,19.56,-14.44,64.2,74.44
2008,9363.0,0.0,0.0,207.0,55853.0,0.0,5133.72744,875.5636599999997,0.0,0.0,21.97,-5.08,91.48,102.0
2009,10434.0,0.0,0.0,313.0,53882.0,0.0,1709.5374,293.38755,0.0,0.0,22.88,3.37,53.48,59.93
2010,9154.0,0.0,0.0,441.0,55258.0,,,,,,26.14,8.25,71.21,78.65
2011,13405.0,0.0,0.0,1307.0,56744.0,,,,,,24.69,6.47,87.04,93.21
2012,10940.0,0.0,0.0,1891.0,58105.0,,,,,,25.72,-1.01,86.46,90.72
2013,8473.0,0.0,0.0,2460.0,60969.0,,,,,,17.64,-15.56,91.17,94.25
2014,9002.0,0.0,0.0,2806.0,63050.0,,,,,,26.47,-2.56,85.6,87.05
2015,,,,,65549.0,,,,,,22.52,-10.24,41.85,42.53
2016,,,,,,,,,,,25.66,-1.46,,
