,HYTCP,WYTCP,SOEGP,NUETP,
1960,873,0,0,0,
1961,772,0,0,0,
1962,799,0,0,0,
1963,690,0,0,0,993
1964,664,0,0,0,1090
1965,714,0,0,0,1208
1966,840,0,0,0,1435
1967,815,0,0,0,1505
1968,790,0,0,0,1628
1969,904,0,0,0,1798
1970,786,0,0,0,1980
1971,742,0,0,0,2122
1972,942,169,0,0,2294
1973,1059,1598,0,0,2483
1974,991,2483,0,0,2577
1975,938,3561,0,0,2807
1976,1090,3260,0,0,3222
1977,958,3538,0,0,3347
1978,874,3241,0,0,3942
1979,930,3449,0,0,4399
1980,813,2979,0,0,4856
1981,1003,3569,0,0,5436
1982,846,4174,0,0,5755
1983,1006,2870,0,0,6269
1984,949,3336,0,0,6895
1985,922,2999,0,0,7524
1986,1044,2058,0,0,8169
1987,995,3536,0,0,9157
1988,879,4114,0,0,10259
1989,1047,3607,0,0,11120
1990,1365,3616,0,0,11674
1991,1053,4108,0,0,11733
1992,921,3735,0,0,12538
1993,981,3372,0,0,13027
1994,1039,4316,0,0,13689
1995,973,3859,0,0,13891
1996,1231,3799,0,0,14672
1997,1067,4267,0,0,15521
1998,1194,3358,0,0,16143
1999,1196,4059,0,14,17218
2000,1221,4548,0,12,18391
2001,884,4171,0,12,19368
2002,1115,3963,0,10,20250
2003,1154,4444,0,11,21362
2004,1187,3858,0,11,22664
2005,1211,4072,0,11,23539
2006,1519,5107,0,11,24319
2007,647,4704,0,11,24848
2008,1493,4895,0,10,25467
2009,1486,5361,0,12,25527
2010,1347,4782,0,14,26633
2011,1425,4907,2,33,27676
2012,1109,4989,5,107,28195
2013,1286,4846,17,236,28599
2014,1175,5061,24,311,29259
,,,,,30038
