,HYTCP,WYTCP,SOEGP,NUETP,
1960,6239,0,0,0,
1961,6747,0,0,0,
1962,7540,0,0,0,
1963,6384,0,0,0,7343
1964,8760,0,0,0,8220
1965,7103,0,0,0,8994
1966,6926,0,0,0,9847
1967,9139,0,0,0,10053
1968,7382,0,0,0,10977
1969,7515,0,0,0,11866
1970,7632,0,0,0,12475
1971,9936,0,0,0,13624
1972,10233,0,0,0,15356
1973,11803,314,0,0,17428
1974,10369,6289,0,0,19454
1975,12213,2722,0,0,21346
1976,9458,4214,0,0,24324
1977,10354,19522,0,0,26725
1978,7893,22830,0,0,30546
1979,11867,22090,0,0,33712
1980,9408,23497,0,0,36142
1981,6038,23643,0,0,40257
1982,10731,27701,0,0,41778
1983,11165,25145,0,0,45679
1984,10798,24211,0,0,50010
1985,6886,14313,0,0,53824
1986,5251,11561,0,0,56134
1987,7472,11248,0,0,60752
1988,5383,12981,0,0,66008
1989,13153,11524,0,0,68394
1990,10367,12052,0,0,71610
1991,10758,15875,0,0,76043
1992,10260,19397,0,0,81260
1993,9034,17823,0,0,84563
1994,11429,20480,0,0,90098
1995,9502,20752,0,0,95819
1996,11082,29708,0,0,100146
1997,11521,29573,0,0,104805
1998,10565,28663,0,0,109414
1999,7760,30892,0,0,115015
2000,5818,31369,0,0,119020
2001,8356,30357,0,0,122822
2002,8825,31857,0,0,127873
2003,12665,31677,0,0,134388
2004,10626,31636,0,0,146989
2005,10145,31694,0,0,156750
2006,7252,31911,0,0,164468
2007,4136,34325,0,0,169923
2008,6136,38993,0,0,172646
2009,12535,39716,0,0,168315
2010,8704,37941,0,0,174710
2011,8884,39356,0,0,180665
2012,7435,40841,0,0,185878
2013,12899,40816,0,0,190095
2014,9467,41244,0,0,194421
,,,,,199656
