,HYTCP,WYTCP,SOEGP,NUETP,
1960,887,0,0,0,
1961,737,0,0,0,
1962,966,0,0,0,
1963,841,1,0,0,10745
1964,945,56,0,0,11353
1965,1093,143,0,0,12480
1966,1186,129,0,0,13747
1967,863,141,0,0,14616
1968,1007,15,0,0,16149
1969,1004,0,0,0,17681
1970,894,0,0,0,18699
1971,980,1394,0,0,20035
1972,1041,3559,0,0,21925
1973,1057,3270,0,0,26001
1974,918,4363,0,0,27689
1975,917,9750,0,0,29683
1976,588,9911,0,0,32840
1977,670,11163,0,0,36830
1978,1081,11591,0,0,41641
1979,917,11503,0,0,46861
1980,786,10027,0,0,50219
1981,938,10187,0,0,55404
1982,1006,10197,0,0,57472
1983,1073,11753,0,0,61950
1984,971,8328,0,0,71369
1985,973,11572,0,0,75832
1986,1081,11052,0,0,79450
1987,865,11554,0,0,85365
1988,677,12288,0,0,91896
1989,817,10926,0,0,98313
1990,857,12139,0,0,102757
1991,1037,12059,0,0,106102
1992,1063,11166,0,0,114518
1993,1151,11986,0,0,117947
1994,1139,12224,0,40,128167
1995,1098,13243,0,57,135124
1996,1187,12095,0,50,145880
1997,1035,10819,0,54,156650
1998,955,11644,0,147,167034
1999,1179,13316,0,486,175778
2000,931,12960,0,725,191106
2001,832,11789,0,897,195810
2002,809,13685,0,906,203521
2003,815,13414,0,978,216458
2004,738,13296,0,812,231170
2005,775,12835,0,1582,243933
2006,572,13183,0,2055,250027
2007,654,13103,0,2639,258917
2008,727,12997,0,4355,264299
2009,809,12393,0,5053,258166
2010,840,13478,0,4792,269937
2011,746,11959,0,6726,282397
2012,561,11944,0,7615,292920
2013,511,10708,3,8259,304358
2014,548,12707,3,9691,316578
,,,,,328340
