,HYTCP,WYTCP,SOEGP,NUETP,
1960,1358,0,0,0,
1961,1139,0,0,0,
1962,1148,0,0,0,
1963,971,0,0,0,10261
1964,1112,0,0,0,11171
1965,1141,0,0,0,12263
1966,1322,0,0,0,13563
1967,1923,0,0,0,14319
1968,1609,0,0,0,15852
1969,1359,0,0,0,17385
1970,1907,0,0,0,18720
1971,1773,0,0,0,20501
1972,2282,0,0,0,22644
1973,2165,0,0,0,25112
1974,1969,0,0,0,27381
1975,2311,4386,0,0,29597
1976,2088,6420,0,0,32612
1977,2018,10881,0,0,35555
1978,1735,9896,0,0,39526
1979,2191,9674,0,0,43628
1980,1270,10947,0,0,47522
1981,1426,11523,0,0,53117
1982,1341,10345,0,0,56339
1983,1765,11676,0,0,62205
1984,2022,11651,0,0,69920
1985,1524,9926,0,0,76878
1986,1876,12828,0,0,83744
1987,1612,10070,0,0,91380
1988,1328,11734,0,0,101280
1989,1778,2719,0,0,107444
1990,2299,1251,0,0,112835
1991,1407,9036,0,0,115428
1992,1825,10664,0,0,119535
1993,1658,12301,0,0,125515
1994,2010,11235,0,0,133311
1995,1442,12938,0,0,139070
1996,2457,12093,0,0,145023
1997,1588,13213,0,0,154783
1998,1740,13331,0,0,170417
1999,1424,13312,0,0,180996
2000,1733,13827,0,0,192565
2001,1184,13656,0,0,205459
2002,1661,12128,0,0,217004
2003,2647,13691,0,0,227841
2004,2508,14580,0,0,246838
2005,1704,14703,0,0,263809
2006,2104,13830,0,0,277634
2007,1652,14353,0,0,286687
2008,1974,14679,0,0,294564
2009,1889,14550,0,0,300929
2010,1667,13994,0,1,313952
2011,2547,14397,3,271,324830
2012,1657,13579,21,322,332500
2013,1727,14264,60,322,338806
2014,1616,14343,95,324,349605
,,,,,365356
