,HYTCP,WYTCP,SOEGP,NUETP,
1960,1267,0,0,0,
1961,1183,0,0,0,
1962,1263,0,0,0,
1963,875,0,0,0,11682
1964,859,0,0,0,12713
1965,883,0,0,0,13666
1966,764,0,0,0,14904
1967,806,0,0,0,15925
1968,785,0,0,0,17693
1969,705,0,0,0,19638
1970,691,0,0,0,21048
1971,1123,0,0,0,23157
1972,1408,448,0,0,26064
1973,1318,6857,0,0,29450
1974,1085,5953,0,0,32428
1975,1311,8970,0,0,35067
1976,888,7740,0,0,39574
1977,714,9481,0,0,43219
1978,1286,14098,0,0,48379
1979,1543,7056,0,0,53398
1980,892,11466,0,0,58669
1981,365,17818,0,0,66179
1982,940,17420,0,0,71465
1983,1210,18674,0,0,79439
1984,1182,17045,0,0,89768
1985,845,22303,0,0,97967
1986,75,21215,0,0,107348
1987,834,18145,0,0,117603
1988,-191,21037,0,0,128088
1989,424,14264,0,0,137661
1990,1309,23820,0,0,144971
1991,1080,23886,0,0,151093
1992,1090,23334,0,0,158990
1993,1313,22689,0,0,167688
1994,1146,25429,0,0,177057
1995,995,25135,0,0,186236
1996,1429,26286,0,0,197756
1997,1020,27084,0,0,210361
1998,1283,27234,0,0,234071
1999,682,28301,0,0,251056
2000,712,28321,0,0,268371
2001,1014,25759,0,0,284485
2002,868,27346,0,0,293065
2003,1782,24816,0,0,310240
2004,1583,28315,0,0,331335
2005,1484,27918,0,0,359273
2006,1351,27594,0,0,379180
2007,1248,27268,0,0,392553
2008,1011,27931,0,0,398817
2009,1479,28212,0,0,407302
2010,1500,26572,0,0,420862
2011,1210,25548,0,0,429174
2012,1044,28723,0,0,441144
2013,1254,29326,0,0,449502
2014,955,30221,0,0,460151
,,,,,481084
