,HYTCP,WYTCP,SOEGP,NUETP,
1960,992,0,0,0,
1961,1395,0,0,0,
1962,1061,0,0,0,
1963,493,0,0,0,3791
1964,561,0,0,0,4148
1965,1080,0,0,0,4446
1966,1587,0,0,0,4868
1967,1228,0,0,0,5132
1968,3005,0,0,0,5704
1969,2883,0,0,0,6232
1970,2160,0,0,0,6667
1971,1804,0,0,0,7440
1972,1644,0,0,0,8494
1973,4252,0,0,0,9886
1974,4271,361,0,0,10865
1975,3433,4874,0,0,11942
1976,2022,3858,0,0,13704
1977,1791,5085,0,0,15182
1978,2421,5220,0,0,17477
1979,3375,3873,0,0,19099
1980,1695,7833,0,0,20276
1981,1235,9075,0,0,22891
1982,2106,7482,0,0,23527
1983,3315,7646,0,0,25292
1984,2723,10808,0,0,28465
1985,4434,9889,0,0,29326
1986,2813,8876,0,0,30799
1987,2407,11369,0,0,32664
1988,2785,8895,0,0,35004
1989,3084,8844,0,0,37128
1990,3655,11282,0,0,38680
1991,3547,12662,0,0,41572
1992,3377,11326,0,0,45018
1993,4509,13522,0,0,47566
1994,3463,13924,0,0,51416
1995,3218,11658,0,0,54612
1996,2797,13357,0,0,57976
1997,3516,14208,0,0,60333
1998,3117,13097,0,0,62275
1999,2694,12920,0,0,66715
2000,2370,11652,0,0,68809
2001,2548,14781,0,0,70849
2002,3436,14559,0,0,74097
2003,2655,14689,0,0,78774
2004,3643,15450,0,0,85261
2005,3083,13690,0,0,90319
2006,1551,15233,0,0,94839
2007,3237,15486,0,0,97384
2008,4660,14168,0,0,99838
2009,4193,15170,0,0,98020
2010,3659,15023,0,0,102951
2011,2958,14194,0,0,107287
2012,2198,15493,0,0,109226
2013,2655,11945,0,0,114379
2014,2640,14478,0,0,117854
,,,,,118907
