Unnamed: 0,Year,HYTCP,WYTCP,SOEGP,NUETP,GDP,CLPRB,EMFDB,ENPRP,NGMPB,PAPRB,PCP,ZNDX,Nominal Price,Inflation Adjusted Price,GDP_scaled,CLPRB_scaled,EMFDB_scaled,ENPRP_scaled,NGMPB_scaled,PAPRB_scaled,PCP_scaled,ZNDX_scaled,OP_scaled,OP2_scaled
0,1960,6165.0,0.0,0.0,0.0,1460.8999999999942,0.0,0.0,0.0,0.0,0.0,21.59,-5.24,2.91,23.72,-1.1316035491775318,0.0,-0.7748053289613331,-0.7604533549269039,0.0,0.0,-0.7100171247714246,-0.5177724750984947,-1.0274010036085814,-0.9421815392587725
1,1961,5595.0,0.0,0.0,0.0,1592.3999999999942,0.0,0.0,0.0,0.0,0.0,23.27,-2.73,2.85,22.96,-1.1254534687036988,0.0,-0.7748053289613331,-0.7604533549269039,0.0,0.0,-0.2338702200832806,-0.2639528526236937,-1.0297867179239248,-0.9730657979212983
2,1962,5982.0,0.0,0.0,0.0,1723.8999999999942,0.0,0.0,0.0,0.0,0.0,23.04,1.23,2.85,22.69,-1.119303388229866,0.0,-0.7748053289613331,-0.7604533549269039,0.0,0.0,-0.2990569987013004,0.13649563542419935,-1.0297867179239248,-0.9840378371829851
3,1963,5979.0,0.0,0.0,0.0,1841.0,0.0,0.0,0.0,0.0,0.0,26.25,7.29,2.91,22.9,-1.113826776644422,0.0,-0.7748053289613331,-0.7604533549269039,0.0,0.0,0.6107236941849752,0.7493031701641568,-1.0274010036085814,-0.97550402886834
4,1964,6293.0,0.0,0.0,0.0,1946.0,0.0,0.0,0.0,0.0,0.0,30.69,16.67,3.0,23.3,-1.1089160659999167,0.0,-0.7748053289613331,-0.7604533549269039,0.0,0.0,1.8691119422893563,1.6978402453887118,-1.0238224321355667,-0.959249155888063
5,1965,6641.0,0.0,0.0,0.0,2197.0,0.0,0.0,0.0,0.0,0.0,23.26,2.66,3.01,23.0,-1.0971771291259085,0.0,-0.7748053289613331,-0.7604533549269039,0.0,0.0,-0.2367044278492809,0.2811020338859385,-1.0234248130830095,-0.9714403106232706
6,1966,6828.0,0.0,0.0,0.0,2273.0,0.0,0.0,0.0,0.0,0.0,18.82,-14.97,3.1,23.01,-1.0936227099927427,0.0,-0.7748053289613331,-0.7604533549269039,0.0,0.0,-1.495092675953662,-1.501702724771727,-1.0198462416099945,-0.9710339387987637
7,1967,6897.0,0.0,0.0,0.0,2335.0,0.0,0.0,0.0,0.0,0.0,25.49,5.55,3.12,22.53,-1.0907230522788443,0.0,-0.7748053289613331,-0.7604533549269039,0.0,0.0,0.3953239039689095,0.5733485314764463,-1.01905100350488,-0.9905397863750959
8,1968,6746.0,0.0,0.0,0.0,2497.0,0.0,0.0,0.0,0.0,0.0,26.49,9.55,3.18,21.99,-1.0831465272844645,0.0,-0.7748053289613331,-0.7604533549269039,0.0,0.0,0.6787446805689953,0.9778419537470454,-1.016665289189537,-1.0124838648984698
9,1969,6280.0,0.0,0.0,0.0,2750.0,0.0,0.0,0.0,0.0,0.0,21.58,-6.77,3.32,21.81,-1.0713140530648468,0.0,-0.7748053289613331,-0.7604533549269039,0.0,0.0,-0.7128513325374259,-0.6724912091169988,-1.0110986224537357,-1.0197985577395943
10,1970,7076.0,0.0,0.0,0.0,3015.0,0.0,0.0,0.0,0.0,0.0,30.15,15.51,3.39,21.04,-1.0589203547715713,0.0,-0.7748053289613331,-0.7604533549269039,0.0,0.0,1.7160647229253092,1.5805371529302379,-1.0083152890858353,-1.0510891882266271
11,1971,7469.0,0.0,0.0,0.0,3265.0,0.0,0.0,0.0,0.0,0.0,28.14,11.36,3.6,21.42,-1.0472281865703679,0.0,-0.7748053289613331,-0.7604533549269039,0.0,0.0,1.1463889619591374,1.1608752273244913,-0.9999652889821338,-1.035647058895364
12,1972,7844.0,0.0,0.0,0.0,3773.0,0.0,0.0,0.0,0.0,0.0,25.53,2.14,3.6,20.74,-1.023469700785523,0.0,-0.7748053289613331,-0.7604533549269039,0.0,0.0,0.4066607350329137,0.22851788899076064,-0.9999652889821338,-1.0632803429618347
13,1973,8279.0,0.0,0.0,0.0,4481.0,0.0,0.0,0.0,0.0,0.0,24.09,-0.03,4.75,25.56,-0.990357480439715,0.0,-0.7748053289613331,-0.7604533549269039,0.0,0.0,-0.0014651832712101818,0.009080207408960634,-0.9542390979380544,-0.8674091235494992
14,1974,9686.0,0.0,0.0,0.0,5186.0,0.0,0.0,0.0,0.0,0.0,22.68,-6.57,9.35,45.6,-0.9573855661123216,0.0,-0.7748053289613331,-0.7604533549269039,0.0,0.0,-0.4010884782773312,-0.6522665380034689,-0.7713343337617363,-0.05303998723763094
15,1975,10274.0,0.0,0.0,0.0,5835.0,0.0,0.0,0.0,0.0,0.0,29.12,16.95,12.21,54.61,-0.9270326974619979,0.0,-0.7748053289613331,-0.7604533549269039,0.0,0.0,1.4241413230272215,1.7261547849476535,-0.6576152847303735,0.3131010266431041
16,1976,10372.0,0.0,0.0,0.0,6591.0,0.0,0.0,0.0,0.0,0.0,20.29,-4.73,13.1,55.46,-0.8916755808215591,0.0,-0.7748053289613331,-0.7604533549269039,0.0,0.0,-1.0784641343515364,-0.46619956375899335,-0.6222271890527815,0.34764263172619236
17,1977,6749.0,0.0,0.0,0.0,7206.0,0.0,0.0,0.0,0.0,0.0,24.01,-8.43,14.4,57.2,-0.8629128470465989,0.0,-0.7748053289613331,-0.7604533549269039,0.0,0.0,-0.02413884539921656,-0.8403559793592974,-0.5705367122203439,0.4183513291903966
18,1978,9871.0,0.0,0.0,0.0,8450.0,0.0,0.0,0.0,0.0,0.0,23.24,0.18,14.95,55.24,-0.8047326180774111,0.0,-0.7748053289613331,-0.7604533549269039,0.0,0.0,-0.2423728433812835,0.030316112078167083,-0.5486676643296972,0.33870245158704015
19,1979,9165.0,0.0,0.0,0.0,9286.0,0.0,0.0,0.0,0.0,0.0,19.85,-10.57,25.1,82.51,-0.7656340076125873,0.0,-0.7748053289613331,-0.7604533549269039,0.0,0.0,-1.2031692760555734,-1.056759960274068,-0.14508432598412588,1.4468784170174116
20,1980,9507.0,0.0,0.0,0.0,9916.0,0.0,0.0,0.0,0.0,0.0,28.67,10.27,37.42,109.51,-0.7361697437455549,0.0,-0.7748053289613331,-0.7604533549269039,0.0,0.0,1.2966019735571832,1.0506507697557532,0.34478234676636055,2.5440823431860964
21,1981,9507.0,0.0,0.0,0.0,10677.0,0.0,0.0,0.0,0.0,0.0,26.14,6.64,35.75,94.83,-0.7005787837410921,0.0,-0.7748053289613331,-0.7604533549269039,0.0,0.0,0.5795474087589658,0.6835729890451845,0.2783799649893059,1.947528504809937
22,1982,11591.0,0.0,0.0,0.0,10689.0,0.0,0.0,0.0,0.0,0.0,30.55,18.08,31.83,79.5,-0.7000175596674343,0.0,-0.7748053289613331,-0.7604533549269039,0.0,0.0,1.8294330335653441,1.8404241767390976,0.12251329638687834,1.3245604978408285
23,1983,12771.0,0.0,0.0,0.0,11834.0,0.0,0.0,0.0,0.0,0.0,31.41,20.28,29.08,70.34,-0.646467429305923,0.0,-0.7748053289613331,-0.7604533549269039,0.0,0.0,2.073174901441418,2.062895558987927,0.013168056933644765,0.9523239065924898
