,Year,HYTCP,WYTCP,SOEGP,NUETP,GDP,CLPRB,EMFDB,ENPRP,NGMPB,PAPRB,PCP,ZNDX,Nominal Price,Inflation Adjusted Price
0,1960.0,185.0,254.0,0.0,0.0,28962.900000000373,1020689.0,0.0,0.0,21184.67195,448577.8,34.62,-2.61,2.91,23.72
1,1961.0,197.0,528.0,0.0,0.0,32419.200000001118,1004461.0,0.0,0.0,18104.84994,445544.4,43.01,12.17,2.85,22.96
2,1962.0,189.0,1193.0,0.0,0.0,35875.50000000093,1076411.0,0.0,0.0,19339.684230000006,457016.8,33.41,-4.18,2.85,22.69
3,1963.0,177.0,934.0,0.0,0.0,39514.0,1148539.0,0.0,0.0,17176.90828,433816.8,27.82,-18.37,2.91,22.9
4,1964.0,178.0,983.0,0.0,0.0,42478.0,1221510.0,0.0,0.0,14285.943269999998,406974.4,32.11,-15.91,3.0,23.3
5,1965.0,175.0,965.0,0.0,0.0,45978.0,1298322.0,0.0,0.0,13430.63893,369506.4,41.81,8.82,3.01,23.0
6,1966.0,173.0,1407.0,0.0,0.0,50435.0,1411276.0,0.0,0.0,13129.19409,357633.8,34.91,-3.89,3.1,23.01
7,1967.0,180.0,807.0,0.0,0.0,52817.0,1445952.0,0.0,0.0,9341.15828,343023.6,40.55,10.11,3.12,22.53
8,1968.0,166.0,919.0,0.0,0.0,56331.0,1386190.0,0.0,0.0,7953.785629999998,327067.8,35.7,-1.45,3.18,21.99
9,1969.0,171.0,825.0,0.0,0.0,60840.0,1436828.0,0.0,0.0,6900.544609999999,294199.2,40.71,10.25,3.32,21.81
10,1970.0,166.0,2514.0,0.0,0.0,62763.0,1445641.0,0.0,0.0,8807.27404,253732.6,41.76,9.71,3.39,21.04
11,1971.0,136.0,4374.0,0.0,0.0,67379.0,1296524.0,0.0,0.0,931.15254,226687.2,32.21,-9.13,3.6,21.42
12,1972.0,150.0,13067.0,0.0,0.0,73501.0,1454610.0,0.0,0.0,2237.11231,202269.2,41.54,10.01,3.6,20.74
13,1973.0,129.0,20051.0,0.0,0.0,81286.0,1328293.0,0.0,0.0,3020.57711,177880.2,47.61,14.02,4.75,25.56
14,1974.0,124.0,19592.0,0.0,0.0,88070.0,1250179.0,0.0,0.0,2633.104410000001,159807.4,41.66,6.66,9.35,45.6
15,1975.0,122.0,22315.0,0.0,0.0,95880.0,1274515.0,0.0,0.0,2609.1141,151188.6,40.75,6.74,12.21,54.61
16,1976.0,130.0,26455.0,0.0,0.0,104819.0,1257808.0,0.0,0.0,2833.454230000001,152377.6,28.54,-10.01,13.1,55.46
17,1977.0,129.0,28547.0,0.0,0.0,115077.0,1151662.0,0.0,0.0,1821.2731,148526.4,41.8,4.19,14.4,57.2
18,1978.0,129.0,32926.0,0.0,0.0,128122.0,1046959.0,0.0,0.0,2056.7369,135499.6,35.72,-1.68,14.95,55.24
