,Year,HYTCP,WYTCP,SOEGP,NUETP,GDP,CLPRB,EMFDB,ENPRP,NGMPB,PAPRB,PCP,ZNDX,Nominal Price,Inflation Adjusted Price
23,1983,593.0,0.0,0.0,0.0,22591.0,12261.0,0.0,0.0,278151.7166,3628056.6,31.95,-1199.88,29.08,70.34
24,1984,693.0,0.0,0.0,0.0,23787.0,13400.0,0.0,0.0,295471.2816,3656325.8,33.03,-1199.88,28.75,66.67
25,1985,748.0,0.0,0.0,0.0,26142.0,22354.0,0.0,0.0,336809.05100000004,3864151.4,39.7,-1199.88,26.92,60.27
26,1986,809.0,0.0,0.0,0.0,19181.0,24492.0,0.0,0.0,315800.925,3951598.0,37.7,-1199.88,14.44,31.72
27,1987,872.0,0.0,0.0,0.0,22925.0,23275.0,0.0,0.0,404382.95,4152533.2,39.37,-1199.88,17.75,37.62
28,1988,935.0,0.0,0.0,0.0,21270.0,27222.0,0.0,0.0,430999.8186,4281235.2,38.17,-1199.88,14.87,30.33
29,1989,873.0,0.0,0.0,0.0,23453.0,24679.0,0.0,0.0,436221.4492,3967078.2,37.52,-1199.88,18.33,35.6
30,1990,975.0,0.0,0.0,0.0,25040.0,26613.0,0.0,0.0,432358.6146,3754392.2,39.07,-1199.88,23.19,42.62
31,1991,896.0,0.0,0.0,0.0,22283.0,22401.0,0.0,0.0,500739.7922,3806824.2,38.7,-1199.88,20.2,35.73
32,1992,918.0,0.0,0.0,0.0,22753.0,23930.0,0.0,0.0,512421.6727,3638467.6,38.54,-1199.88,19.25,33.04
33,1993,1303.0,0.0,0.0,0.0,23284.0,24975.0,0.0,0.0,496654.9902,3349471.0,39.25,-1199.88,16.75,27.94
34,1994,1345.0,0.0,0.0,0.0,23605.0,24445.0,0.0,0.0,621304.3942,3299915.8,39.17,-1199.88,15.66,25.44
35,1995,1372.0,0.0,0.0,0.0,25449.0,26488.0,0.0,0.0,546409.8695,3141593.2,31.29,-1199.88,16.75,26.48
36,1996,1266.0,0.0,0.0,0.0,26737.0,23103.0,0.0,0.0,556011.9025,2957994.2,31.64,-1199.88,20.46,31.4
37,1997,1099.0,0.0,0.0,0.0,27581.0,22620.0,0.0,0.0,551062.2235,2743104.2,35.81,-1199.88,18.64,27.98
38,1998,1113.0,0.0,0.0,0.0,24030.0,20966.0,0.0,0.0,545546.1843,2487330.0,36.54,-1199.88,11.91,17.6
39,1999,817.0,0.0,0.0,0.0,24684.0,24414.0,0.0,0.0,540278.5705,2222554.2,40.29,-1199.88,16.56,23.89
40,2000,1002.0,0.0,0.0,0.0,26853.0,25599.0,0.0,0.0,445541.815,2060154.2,40.08,-1199.88,27.39,38.29
41,2001,1346.0,0.0,0.0,1.0,28553.0,23618.0,0.0,0.0,552013.6191,2038183.8,37.5,-1199.88,23.0,31.3
42,2002,1439.0,0.0,0.0,0.0,29763.0,17877.0,0.0,0.0,538153.5789,2084143.0,40.52,-1199.88,22.81,30.52
43,2003,1583.0,0.0,0.0,0.0,32039.0,16863.0,0.0,0.0,561474.2066,2062375.6,39.0,-1199.88,27.69,36.26
44,2004,1498.0,0.0,0.0,0.0,35195.0,23587.0,0.0,0.0,542458.0562,1928297.0,38.74,-1199.88,37.66,47.98
45,2005,1464.0,0.0,0.0,1.0,40063.0,22682.0,0.0,0.0,547245.2917,1829436.0,40.36,-1199.88,50.04,61.65
46,2006,1224.0,0.0,0.0,1.0,44679.0,22230.0,0.0,0.0,496011.6789,1568818.8,38.71,-1199.88,58.3,69.64
47,2007,1291.0,0.0,0.0,1.0,49197.0,20654.0,0.0,0.0,487689.1775,1528851.0,34.09,-1199.88,64.2,74.44
48,2008,1172.0,0.0,0.0,0.0,55461.0,23041.0,0.0,0.0,447422.2329,1449269.2,37.09,-1199.88,91.48,102.0
49,2009,1324.0,0.0,0.0,7.0,50463.0,29016.0,0.0,0.0,442657.3784,1365900.0,35.21,-1199.88,53.48,59.93
50,2010,1433.0,0.0,0.0,13.0,54134.0,28269.774702964845,0.0,0.0,456591.74373556976,1239059.9504182246,33.85,-1199.88,71.21,78.65
51,2011,1345.0,0.0,0.0,12.0,58759.0,27860.676563025278,0.0,0.0,470130.46015046095,1106215.4107414782,38.74,-1199.88,87.04,93.21
52,2012,1575.0,0.0,0.0,37.0,60890.0,27680.887320955662,0.0,0.0,483302.7196134301,967370.2767927032,37.28,-1199.88,86.46,90.72
53,2013,1435.0,0.0,0.0,145.0,59762.0,27656.4582493364,0.0,0.0,496134.4988198024,822526.5477703884,40.81,-1199.88,91.17,94.25
54,2014,1539.0,0.0,0.0,152.0,58253.0,27737.86405365719,0.0,0.0,508650.8467257861,671686.2228730302,36.75,-1199.88,85.6,87.05
55,2015,,,,,48363.598846687004,27890.50487062984,0.0,0.0,520874.02907023137,514852.3008983638,40.1,-1199.88,41.85,42.53
56,2016,,,,,50897.28915299615,28091.992553420947,0.0,0.0,532826.3115919901,352026.78104487807,37.07,-1199.88,46.123462737126886,45.34334281602651
57,2017,,,,,51689.970282304566,28326.044813424407,0.0,0.0,544526.2490734372,183211.66251106746,38.75204294546954,-1199.88,50.27031775246161,47.865574195635816
58,2018,,,,,52726.762646830175,28583.163648953225,0.0,0.0,555992.3962969494,8409.944094669074,38.106140397265094,-1199.88,53.639684141308464,49.56425183269465
59,2019,,,,,53729.222489755135,28855.20791570432,0.0,0.0,567241.452566664,-172376.37500582635,39.27608547842017,-1199.88,56.231561903667796,51.26292946975343
60,2020,,,,,54736.44684588211,29137.42861283431,0.0,0.0,578289.1894476011,-359143.2963934373,38.7239875076266,-1199.88,58.8234396660269,52.96160710681224
