,Year,HYTCP,WYTCP,SOEGP,NUETP,GDP,CLPRB,EMFDB,ENPRP,NGMPB,PAPRB,PCP,ZNDX,Nominal Price,Inflation Adjusted Price
0,1960,290.0,0.0,0.0,0.0,672.7999999999884,11263.0,0.0,0.0,248.33801,3242.2,37.81,-1199.88,2.91,23.72
1,1961,297.0,0.0,0.0,0.0,811.2000000000116,11497.0,0.0,0.0,636.9970900000001,36696.6,41.09,-1199.88,2.85,22.96
2,1962,304.0,0.0,0.0,0.0,949.5999999999767,13587.0,0.0,0.0,2204.75697,59502.2,35.39,-1199.88,2.85,22.69
3,1963,325.0,0.0,0.0,0.0,1083.0,13306.0,0.0,0.0,4540.749470000001,62292.0,39.96,-1199.88,2.91,22.9
4,1964,322.0,0.0,0.0,0.0,1230.0,11622.0,0.0,0.0,6331.60975,64142.2,35.71,-1199.88,3.0,23.3
5,1965,350.0,0.0,0.0,0.0,1374.0,13930.0,0.0,0.0,7323.95229,64542.4,38.04,-1199.88,3.01,23.0
6,1966,316.0,0.0,0.0,0.0,1494.0,14461.0,0.0,0.0,11374.08276,83276.4,33.79,-1199.88,3.1,23.01
7,1967,363.0,0.0,0.0,0.0,1643.0,14430.0,0.0,0.0,14575.220280000001,168930.8,39.07,-1199.88,3.12,22.53
8,1968,364.0,0.0,0.0,0.0,1899.0,11700.0,0.0,0.0,17507.829709999998,383983.2,29.43,-1199.88,3.18,21.99
9,1969,341.0,0.0,0.0,0.0,2073.0,10405.0,0.0,0.0,51347.416860000005,428927.4,29.44,-1199.88,3.32,21.81
10,1970,363.0,0.0,0.0,0.0,2359.0,8564.0,0.0,0.0,112636.4302,484972.8,36.26,-1199.88,3.39,21.04
11,1971,363.0,0.0,0.0,0.0,2539.0,10888.0,0.0,0.0,122427.3928,461065.2,36.28,-1199.88,3.6,21.42
12,1972,346.0,0.0,0.0,0.0,2743.0,10420.0,0.0,0.0,127754.8033,422779.4,31.32,-1199.88,3.6,20.74
13,1973,286.0,0.0,0.0,0.0,3041.0,10826.0,0.0,0.0,134272.3864,419473.4,31.7,-1199.88,4.75,25.56
14,1974,326.0,0.0,0.0,0.0,3999.0,10920.0,0.0,0.0,131761.2458,409497.4,33.22,-1199.88,9.35,45.6
15,1975,357.0,0.0,0.0,0.0,6220.0,11949.0,0.0,0.0,163486.6167,405037.2,33.22,-1199.88,12.21,54.61
16,1976,383.0,0.0,0.0,0.0,7470.0,11013.0,0.0,0.0,169317.984,367708.4,36.63,-1199.88,13.1,55.46
17,1977,512.0,0.0,0.0,0.0,7544.0,10998.0,0.0,0.0,191411.0345,981365.8,35.14,-1199.88,14.4,57.2
18,1978,472.0,0.0,0.0,0.0,9130.0,11403.0,0.0,0.0,204894.1123,2601996.0,34.85,-1199.88,14.95,55.24
19,1979,459.0,0.0,0.0,0.0,10891.0,12308.0,0.0,0.0,222210.4138,2965743.0,37.26,-1199.88,25.1,82.51
20,1980,539.0,0.0,0.0,0.0,15282.0,12339.0,0.0,0.0,232343.8741,3431546.8,38.48,-1199.88,37.42,109.51
21,1981,590.0,0.0,0.0,0.0,21824.0,12604.0,0.0,0.0,244731.7175,3406554.6,40.29,-1199.88,35.75,94.83
22,1982,561.0,0.0,0.0,0.0,23461.0,12994.0,0.0,0.0,265371.6567,3589678.0,35.07,-1199.88,31.83,79.5
