,Year,HYTCP,WYTCP,SOEGP,NUETP,GDP,CLPRB,EMFDB,ENPRP,NGMPB,PAPRB,PCP,ZNDX,Nominal Price,Inflation Adjusted Price
0,1960.0,726.0,0.0,0.0,0.0,10251.100000000093,61026.0,0.0,0.0,75.525,435.0,34.92,-4.13,2.91,23.72
1,1961.0,1240.0,0.0,0.0,0.0,11336.000000000466,62040.0,0.0,0.0,90.63,417.6,47.82,14.78,2.85,22.96
2,1962.0,881.0,0.0,0.0,0.0,12420.900000000373,61153.0,0.0,0.0,92.644,319.0,34.96,-5.41,2.85,22.69
3,1963.0,377.0,0.0,0.0,0.0,13613.0,67045.0,0.0,0.0,100.7,307.4,28.99,-17.6,2.91,22.9
4,1964.0,319.0,0.0,0.0,0.0,14454.0,68692.0,0.0,0.0,108.756,377.0,37.56,-7.73,3.0,23.3
5,1965.0,802.0,0.0,0.0,0.0,15625.0,75259.0,0.0,0.0,84.588,423.4,43.42,6.86,3.01,23.0
6,1966.0,596.0,0.0,0.0,0.0,16843.0,75639.0,0.0,0.0,0.0,562.6,34.65,-5.09,3.1,23.01
7,1967.0,641.0,0.0,0.0,0.0,17843.0,78046.0,0.0,0.0,121.847,435.0,42.74,7.03,3.12,22.53
8,1968.0,1334.0,0.0,0.0,0.0,19711.0,67678.0,0.0,0.0,14.098,377.0,41.17,4.04,3.18,21.99
9,1969.0,1435.0,0.0,0.0,0.0,21095.0,69705.0,0.0,0.0,126.882,388.6,43.62,9.24,3.32,21.81
10,1970.0,927.0,0.0,0.0,0.0,22230.0,93905.0,0.0,0.0,87.609,382.8,43.8,6.62,3.39,21.04
11,1971.0,703.0,0.0,0.0,0.0,24245.0,85226.0,0.0,0.0,22.154,382.8,33.88,-8.49,3.6,21.42
12,1972.0,612.0,0.0,0.0,0.0,26414.0,96101.0,0.0,0.0,9.063,348.0,38.5,-0.69,3.6,20.74
13,1973.0,2008.0,0.0,0.0,0.0,29275.0,90590.0,0.0,0.0,32.835,348.0,57.14,22.38,4.75,25.56
14,1974.0,1713.0,0.0,0.0,0.0,30468.0,89431.0,0.0,0.0,33.165,324.8,42.66,5.48,9.35,45.6
15,1975.0,1280.0,0.0,0.0,0.0,33001.0,107200.0,0.0,0.0,30.18,330.6,41.83,3.4,12.21,54.61
16,1976.0,740.0,0.0,0.0,0.0,37211.0,116535.0,0.0,0.0,29.087,353.8,28.56,-12.09,13.1,55.46
17,1977.0,454.0,0.0,0.0,0.0,41150.0,124884.0,0.0,0.0,20.04,348.0,44.31,2.66,14.4,57.2
18,1978.0,1017.0,0.0,0.0,0.0,46176.0,111454.0,0.0,0.0,0.0,313.2,40.35,1.89,14.95,55.24
19,1979.0,1100.0,0.0,0.0,0.0,50601.0,127371.0,0.0,0.0,0.0,527.8,40.33,4.4,25.1,82.51
