,HYTCP,WYTCP,SOEGP,NUETP
1960,4998.0,0.0,0.0,0.0
1961,4721.0,0.0,0.0,0.0
1962,5491.0,0.0,0.0,0.0
1963,4363.0,0.0,0.0,0.0
1964,5989.0,0.0,0.0,0.0
1965,5385.0,0.0,0.0,0.0
1966,4379.0,0.0,0.0,0.0
1967,5036.0,0.0,0.0,0.0
1968,4722.0,0.0,0.0,0.0
1969,4955.0,0.0,0.0,0.0
1970,4374.0,0.0,0.0,0.0
1971,5917.0,0.0,0.0,0.0
1972,6438.0,0.0,0.0,0.0
1973,7113.0,0.0,0.0,0.0
1974,6890.0,0.0,0.0,0.0
1975,7055.0,1405.0,0.0,0.0
1976,5652.0,2511.0,0.0,0.0
1977,5287.0,5664.0,0.0,0.0
1978,5482.0,9917.0,0.0,0.0
1979,7917.0,6809.0,0.0,0.0
1980,5486.0,5775.0,0.0,0.0
1981,2930.0,6246.0,0.0,0.0
1982,5408.0,9126.0,0.0,0.0
1983,6142.0,12363.0,0.0,0.0
1984,6369.0,20232.0,0.0,0.0
1985,4094.0,19303.0,0.0,0.0
1986,2521.0,20286.0,0.0,0.0
1987,5101.0,28600.0,0.0,0.0
1988,2893.0,29146.0,0.0,0.0
1989,6996.0,29212.0,0.0,0.0
1990,6819.0,25905.0,0.0,0.0
1991,5850.0,30312.0,0.0,0.0
1992,5768.0,22754.0,0.0,0.0
1993,4987.0,23759.0,0.0,0.0
1994,7192.0,32346.0,0.0,0.0
1995,5521.0,35910.0,0.0,0.0
1996,5952.0,33718.0,0.0,0.0
1997,5626.0,32453.0,0.0,0.0
1998,5738.0,38778.0,0.0,0.0
1999,3684.0,37524.0,0.0,0.0
2000,3138.0,39127.0,0.0,0.0
2001,2596.0,37775.0,0.0,0.0
2002,3492.0,39627.0,0.0,0.0
2003,7201.0,40907.0,0.0,0.0
2004,5435.0,40091.0,0.0,0.0
2005,5397.0,39982.0,0.0,0.0
2006,3839.0,39963.0,0.0,0.0
2007,2984.0,40045.0,0.0,0.0
2008,3034.0,39776.0,2.0,0.0
2009,5171.0,40848.0,5.0,0.0
2010,4757.0,40740.0,11.0,0.0
2011,3893.0,40527.0,17.0,0.0
2012,3728.0,39386.0,138.0,0.0
2013,6901.0,40242.0,297.0,0.0
2014,4756.0,40967.0,652.0,0.0
