,HYTCP,WYTCP,SOEGP,NUETP,
1960,2633,0,0,0,
1961,2545,0,0,0,
1962,2775,0,0,0,
1963,2328,0,0,0,8355
1964,2415,0,0,0,8774
1965,2464,0,0,0,9518
1966,2565,0,0,0,10378
1967,3697,0,0,0,11041
1968,2927,0,0,0,12212
1969,2678,0,0,0,13206
1970,3174,0,0,0,13943
1971,3536,0,0,0,15568
1972,3770,0,0,0,16915
1973,3823,0,0,0,18903
1974,3398,0,0,0,21173
1975,3463,0,0,0,22810
1976,3159,0,0,0,26040
1977,3313,0,0,0,29176
1978,3182,0,0,0,32683
1979,3940,0,0,0,35838
1980,2940,0,0,0,37017
1981,2598,0,0,0,41068
1982,3343,0,0,0,42184
1983,3244,0,0,0,44092
1984,3514,0,0,0,49344
1985,2941,0,0,0,51893
1986,2734,0,0,0,53199
1987,2948,0,0,0,56282
1988,2423,0,0,0,61851
1989,4404,0,0,0,65525
1990,3160,0,0,0,68412
1991,3658,0,0,0,71679
1992,3767,0,0,0,77531
1993,3155,0,0,0,81618
1994,4014,0,0,0,87646
1995,3423,0,0,0,91915
1996,3497,0,0,0,96617
1997,3380,0,0,0,103621
1998,3116,0,0,0,109619
1999,2557,0,0,0,115418
2000,2325,0,0,0,114592
2001,3856,0,0,0,118302
2002,4025,0,0,0,123039
2003,3948,0,0,0,128081
2004,3780,0,0,0,135666
2005,2961,0,0,0,143875
2006,2592,0,0,0,152133
2007,1669,0,0,0,155441
2008,1917,0,0,0,158847
2009,3318,0,0,0,156319
2010,2580,0,0,0,165974
2011,2969,0,0,0,171835
2012,2362,0,0,0,177046
2013,3275,0,0,0,181440
2014,3144,0,0,0,186344
,,,,,193274
