,HYTCP,WYTCP,SOEGP,NUETP,
1960,100,0,0,0,
1961,107,0,0,0,
1962,75,0,0,0,
1963,52,0,0,0,15636
1964,45,0,0,0,16723
1965,94,0,0,0,18518
1966,95,0,0,0,20049
1967,469,0,0,0,20951
1968,524,0,0,0,22646
1969,591,0,0,0,24212
1970,495,0,0,0,24546
1971,431,0,0,0,26882
1972,385,0,0,0,29954
1973,480,0,0,0,33972
1974,445,0,0,0,35606
1975,444,0,0,0,37677
1976,479,0,0,0,43775
1977,374,0,0,0,47901
1978,361,0,0,0,53729
1979,438,0,0,0,57917
1980,474,0,0,0,58870
1981,509,0,0,0,64724
1982,428,0,0,0,64982
1983,418,0,0,0,69335
1984,436,0,0,0,78859
1985,426,0,0,0,82011
1986,506,0,0,0,86437
1987,507,0,0,0,91650
1988,441,0,0,0,99492
1989,450,0,0,0,107199
1990,441,0,0,0,110860
1991,399,0,0,0,114637
1992,562,0,0,0,124714
1993,448,0,0,0,132108
1994,407,0,0,0,143335
1995,467,0,0,0,150404
1996,448,0,0,0,158350
1997,562,0,0,0,167366
1998,479,0,0,0,186520
1999,407,0,0,0,195099
2000,588,0,0,0,205487
2001,571,0,0,0,206558
2002,411,0,0,0,214497
2003,424,0,0,0,225295
2004,444,0,0,0,238563
2005,438,0,0,0,245197
2006,490,0,0,0,256434
2007,450,0,0,0,270245
2008,437,0,0,238,273475
2009,503,0,0,1403,262068
2010,454,0,0,2934,282259
2011,409,0,0,3285,291570
2012,434,0,0,3210,299996
2013,387,0,31,3481,311332
2014,371,0,102,3496,324901
,,,,,336053
